state_abbrev,fips,local_voter_score,partisan_score,p_turnout_score,m_turnout_score,offyear_m_turnout_score,pp_turnout_score,nonpp_turnout_score,climate_score,yale_score,biden_support_score
KS,037,32.546016105636966,47.972922863374976,62.057555026769776,53.594784850287539,12.212279397184219,22.334716438627815,21.674147332936744,40.850992847496642,18.358305406892413,34.500675236332718
VA,630,34.82731593299571,74.143255210321399,67.776097412016185,60.120314527826551,29.264241545156114,22.745262997175367,23.475234750744335,59.806217374366966,30.030541488118434,51.054678613167113
IA,181,30.129704987929905,47.913845817181439,72.553757659122212,63.874709265974744,13.356774415405773,15.66600287607854,20.215405777166445,42.214183152020553,21.127416371445587,38.563372730977832
GA,077,34.467909639295826,31.607454887309839,69.804693184870459,60.653013210265442,15.241937098625252,23.98388030180935,25.792698947574046,32.190832204850416,15.83884032992737,30.431151052566797
IA,047,35.677713155752002,42.727236903106174,65.168764487714412,54.894830783495614,13.101471951784889,17.362169680111261,19.280006954102916,33.277468884494589,15.395126206816331,28.680272187972548
IA,025,34.780324939073928,34.592994973244686,68.340149181125341,58.130419977298516,13.950251337765531,16.988308740068103,19.361958813037138,27.881332250203084,12.934703493095041,25.128773354995936
SC,025,33.29192502993024,49.777364488296243,57.408752012550046,48.14559715972424,6.9720843826115679,22.156735334186521,19.190153985881189,49.793757998596362,20.261903975560415,41.001122899723406
NM,049,35.995743953400016,71.118691434938981,69.744937446183442,63.00584890847388,19.042767056678318,30.350182343108933,34.778644329635817,67.835836393567178,46.515250094972785,67.780098771685473
WV,103,39.786947100063749,47.919107711918414,59.854085404716386,51.601759082217974,16.300650095602293,33.662651370299564,31.475882727852138,43.481682600382406,16.466462715105163,32.068438495857229
MI,117,34.357635144382101,40.903463450411529,67.252693342025921,54.076413223589483,12.27443022845191,22.537997446554179,24.830318094151519,28.193682769946626,11.334876146161212,25.08927056247434
TN,009,33.442390224518206,38.203864446348533,65.298636516037718,56.166676600976054,5.0661811272957511,25.044766481640128,24.947043922065347,30.969117574011523,11.835362855155971,23.609296145440098
MI,095,43.413013698630145,26.788072040153523,68.534986713906122,54.810540301151455,24.736079126070269,26.506082078535584,28.383702391496907,26.764145324597976,10.184067897558069,23.250178677784398
GA,279,38.05800501024823,40.646932306995708,62.366877971473841,52.072930344879616,12.063014112142483,19.976877216813833,26.407523960455812,31.796652243224781,14.040051620739392,25.400971684506185
KY,209,40.242731016409806,43.443709145240618,69.099794558924202,58.161218327834149,30.986599638921742,21.427921309842478,24.692591670298199,41.383337492980601,20.407424970362509,35.984198539963813
WI,053,41.865809862364422,37.084150772025424,68.574913714804723,60.019863760217966,14.299927338782926,29.897593097184384,33.821271571298823,33.822331601494852,16.19729286300246,33.413845592926819
FL,131,39.536880599381597,20.488452877479489,61.923405588517518,53.370694550510102,8.3811607824707686,21.239885253284733,28.012469404139502,27.857732101799719,12.942602870054699,22.833505113771505
GA,085,36.154912916840047,38.306743032593289,70.316544638639584,59.919219414265484,12.352568493150685,25.07612777515353,29.559022201228146,24.175628603697319,9.6304583011353504,15.36681329132735
IA,149,32.742883750802825,26.670204186135823,70.113300902515505,59.253318824809575,10.689329834218777,17.21436983933944,19.843743199129491,27.65185613359024,11.769890815671165,22.953635195889525
IN,049,32.741929150661555,34.805463081519413,60.153461374306438,52.336807511737106,7.5588988476312444,25.274596670934702,19.16979086641058,27.391293213828426,11.162552283397357,23.322731540759705
WI,125,43.699881538749302,30.90604633874365,67.148172469334654,59.714589270226725,12.87958741172098,28.809670424978322,35.145744021806451,26.317314047010409,14.743294469730035,29.48615873807595
NC,105,33.154043691197323,51.56510086455333,65.434876721101531,55.684380403458192,9.1475568363752799,28.770416266410482,23.789731027857826,48.420811315891221,23.392341152210335,42.889914937491945
TX,371,38.59336653032188,55.664771126760556,55.656232394366199,43.520704225352105,12.6750176056338,26.040035211267611,22.41015845070423,42.982073626178199,23.067917481771296,41.509816823759564
NE,137,40.664530733066336,15.401262320594842,68.662925817049981,57.266090264568554,20.333218052913715,27.469306588275987,25.409545218744594,21.307835625979454,9.8071565383945636,15.456399094549882
TX,379,35.755880256593016,19.910367564534237,64.331214927048265,52.633487654320987,15.021661054994388,27.772657126823805,24.388383838383842,21.887811831789019,9.2371347113328586,13.739885958660013
TN,143,37.864211223307393,33.7822270043591,59.622121061634388,50.79550295204988,5.3422777685813632,23.145351211168137,27.88681785576339,26.795762291011428,9.8847541797715639,19.89284334823153
NC,185,38.047313611648697,70.864086829089587,64.680390181351896,54.972897966660568,7.4499358856933515,30.508078402637853,28.231681626671545,57.134227260160344,31.474269652566587,59.155451110496735
MO,013,41.489301587301583,21.657954066582388,65.856289506953232,55.815455120101156,14.978676780446689,25.583428150021071,29.89640750105352,23.302835978835983,9.8351111111111091,19.816497354497358
NE,,31.150747663551403,41.176954921803123,32.449954001839934,25.218859245630181,9.0511499540018381,11.54195032198712,11.284958601655932,36.205841121495325,16.021775700934583,29.198457943925231
OH,051,40.61292246520874,39.02162792475913,67.45458021104146,57.274074782076767,27.013767395626257,32.459370698883603,22.89580211041444,29.576911607279396,11.820071876433703,23.509343936381711
MS,021,41.614752941176476,82.892211764705877,58.01011764705882,50.83301176470588,22.892964705882353,30.656635294117642,23.61534117647059,73.868611764705904,35.026588235294128,74.094023529411771
WV,005,39.167721864425282,27.557428228359345,58.204955790852523,50.164698177054909,15.997805916384673,32.149710730269625,30.651828403012768,40.922464796419604,17.675646763453774,31.187545027835395
OR,049,41.994252175672948,31.128192673547868,66.629326047358816,53.649261283141065,10.559643796802265,29.591196114146936,29.311900425015182,30.190163934426224,13.239425217567295,24.784901841732438
OH,019,41.158970079866492,40.46989510072715,64.965055429729418,55.921617594468948,28.708242937179644,29.813285254499949,22.451883418762652,29.905340326618187,12.515419001072836,25.538204791989518
MO,221,38.947407180116599,21.856914731051347,58.370064180929099,49.558748471882645,9.8658083740831319,22.387316625916874,24.407411369193142,22.163316968395208,10.02929579625652,20.588945995704201
WI,103,41.87472473456549,39.952957912292746,67.782517413911521,60.010350240361042,14.353605415481217,30.345854998528402,34.28868831551064,32.259585135666541,14.725501376327175,28.346981911128587
AR,031,32.641138713412282,43.177761888456956,57.115285302825832,50.556117947994935,7.9146145944530595,23.340391548671644,20.462537009808862,39.438473725904402,16.645223538014669,30.019719282565863
IN,001,34.403291979540754,35.4803787136794,64.078996626401135,55.168500380890201,10.184410708455767,27.539356839699654,22.900016323865493,26.975280226357597,10.865959299162041,20.845679616933289
MN,059,31.028738268144576,26.917075412575731,71.957576770419877,63.354434927929809,8.0862836849801525,15.731598078128274,16.730307081679555,25.894296513356277,12.211806174884272,25.718838917908862
MT,045,42.821978021978012,24.78904538341158,50.264006259780913,49.539749608763699,15.217370892018781,19.928638497652582,28.76103286384976,22.449293563579278,10.2585557299843,18.546781789638938
OH,033,40.913945954186843,45.467341260766801,62.479339126457816,53.945331199024317,26.747419772848541,29.786595777117146,22.895609421449798,30.183424171970874,11.673781301215838,23.036219842207558
AK,220,46.322052294030577,54.245436605821411,72.678613714849547,62.556018746916642,20.484681795757275,21.007252096694621,34.026788357178098,46.762604834731135,23.110705476073019,43.132387765170215
