state_abbrev,fips,age_group,race,registered
AL,057,18-34,African-American,227
WY,013,18-34,Uncoded,35
TX,485,35-64,Other,4
TX,239,18-34,African-American,29
MS,097,18-34,Caucasian,240
NC,125,35-64,Native American,112
TX,111,35-64,Hispanic,203
OK,013,35-64,Native American,82
WV,037,65+,Asian,5
IL,191,18-34,Uncoded,19
IN,005,35-64,Hispanic,115
IL,167,35-64,Asian,140
KY,137,35-64,Hispanic,4
NM,,65+,Hispanic,83
MD,045,35-64,Hispanic,87
KS,123,35-64,Uncoded,13
ME,003,18-34,Uncoded,86
OK,141,35-64,African-American,49
PA,117,18-34,Uncoded,41
AL,043,18-34,Other,24
UT,049,35-64,Asian,124
AL,033,18-34,Other,37
LA,105,35-64,Asian,96
OR,051,35-64,Native American,117
GA,069,35-64,Uncoded,11
TN,011,65+,African-American,280
GA,171,18-34,African-American,468
AL,103,35-64,Hispanic,409
VT,007,18-34,Asian,89
SC,039,18-34,Native American,3
AR,075,65+,Uncoded,6
MO,165,65+,African-American,62
MS,025,65+,Uncoded,19
MO,013,18-34,Uncoded,21
WA,051,65+,Uncoded,33
TX,451,35-64,African-American,154
NY,117,65+,Asian,2
LA,055,18-34,Asian,255
NJ,025,35-64,Native American,23
CO,073,35-64,Hispanic,8
CA,065,35-64,Native American,207
WY,021,18-34,Uncoded,145
KY,205,18-34,African-American,7
OK,101,65+,Hispanic,20
VA,079,35-64,Uncoded,161
CA,033,65+,Asian,8
OK,027,35-64,African-American,407
MN,117,18-34,Uncoded,37
CA,019,35-64,Native American,92
OK,063,18-34,Native American,49
NY,019,18-34,Native American,2
AR,035,65+,Hispanic,6
GA,,35-64,Asian,15
FL,093,18-34,Native American,35
GA,175,18-34,Hispanic,79
LA,003,65+,Native American,27
PA,063,35-64,Hispanic,1
WA,011,18-34,African-American,129
TN,113,35-64,Asian,22
FL,063,35-64,Uncoded,6
MI,019,65+,Uncoded,11
TX,435,35-64,Asian,2
VA,730,35-64,Uncoded,131
UT,033,65+,Caucasian,255
FL,051,18-34,Other,78
FL,043,65+,African-American,54
MD,041,18-34,African-American,335
NE,111,35-64,Hispanic,130
MD,510,65+,Asian,158
IL,031,35-64,Other,51
KS,103,18-34,Hispanic,54
MD,031,35-64,Native American,53
WA,031,18-34,Asian,0
MN,037,65+,African-American,213
GA,009,35-64,Other,52
OK,143,65+,Other,2
SD,129,35-64,African-American,1
MI,031,35-64,African-American,6
IL,121,35-64,Asian,3
VA,133,65+,Native American,3
IA,099,65+,Hispanic,2
NY,033,65+,Hispanic,2
KY,,65+,Uncoded,9
NE,045,18-34,Hispanic,4
IA,053,35-64,Uncoded,9
AR,115,35-64,Asian,7
KS,,18-34,Asian,2
LA,027,18-34,Hispanic,2
PA,129,18-34,Native American,3
TN,073,35-64,Other,1
TX,231,18-34,Native American,1
AR,091,35-64,Native American,2
IL,079,18-34,African-American,0
OH,047,65+,African-American,8
GA,111,65+,Uncoded,2
SD,065,35-64,Hispanic,4
VT,011,65+,Native American,3
WY,015,18-34,Asian,1
IA,001,35-64,African-American,1
MS,075,35-64,Asian,5
VA,047,18-34,Asian,10
WA,019,35-64,African-American,3
WV,049,65+,Native American,2
CA,063,35-64,Native American,9
CO,045,35-64,African-American,8
SC,049,65+,Hispanic,7
TN,165,35-64,Native American,3
VA,049,35-64,Hispanic,3
CO,117,65+,African-American,2
TX,241,65+,Hispanic,15
MO,067,35-64,African-American,2
MD,047,18-34,Hispanic,12
VA,155,65+,Asian,4
NE,173,18-34,Asian,1
MS,113,65+,Hispanic,1
OH,157,65+,Asian,8
GA,289,18-34,Other,16
AR,017,35-64,Asian,1
ND,025,18-34,Uncoded,5
AR,047,35-64,Asian,7
LA,059,18-34,Hispanic,3
KY,039,65+,Uncoded,1
TN,111,65+,Uncoded,5
SD,017,18-34,Uncoded,9
MO,127,35-64,Native American,2
MT,025,18-34,Uncoded,3
NE,095,18-34,Uncoded,5
IL,063,35-64,Asian,6
OK,133,65+,Hispanic,2
KS,013,35-64,Hispanic,8
NY,031,35-64,African-American,8
MO,139,35-64,Hispanic,3
KY,071,35-64,Native American,1
TX,331,65+,Native American,8
MI,095,65+,Hispanic,2
MO,071,35-64,Asian,6
NM,061,18-34,African-American,3
SC,055,18-34,Native American,12
OR,007,18-34,Native American,3
MT,105,65+,Asian,2
NE,077,18-34,Asian,1
IN,171,18-34,Uncoded,8
SD,011,18-34,African-American,1
WY,005,18-34,Native American,4
GA,011,35-64,Native American,10
PA,091,65+,Native American,1
IA,111,35-64,Native American,2
MI,069,35-64,Other,1
CA,079,18-34,Native American,5
PA,123,35-64,African-American,3
OK,073,35-64,Asian,4
MN,111,18-34,Native American,1
MN,025,65+,Asian,4
MA,017,65+,Native American,9
IL,027,18-34,Other,1
VA,029,65+,Native American,0
WI,057,18-34,Native American,3
IL,119,18-34,Native American,5
KY,109,35-64,African-American,1
ND,089,18-34,African-American,9
MS,149,65+,Hispanic,2
WY,007,35-64,Asian,2
TX,013,35-64,African-American,5
MI,019,18-34,Hispanic,5
WI,005,65+,Native American,4
SC,039,35-64,Asian,7
MO,053,35-64,Native American,2
WI,003,18-34,Hispanic,1
WI,047,65+,Hispanic,6
TN,057,35-64,African-American,6
NY,099,18-34,Native American,2
MO,005,65+,Uncoded,2
VA,163,18-34,Hispanic,4
SC,,35-64,Asian,9
MO,017,35-64,Asian,2
OH,149,18-34,Asian,7
NV,013,18-34,Native American,2
IA,147,35-64,Asian,0
VA,175,35-64,Native American,3
OH,105,65+,Uncoded,5
ND,,18-34,Native American,1
KS,099,65+,Native American,6
IN,027,65+,Hispanic,6
IN,081,65+,Native American,2
MT,101,65+,Native American,2
WI,109,18-34,African-American,7
OR,025,35-64,African-American,5
NV,033,65+,Native American,10
IN,,35-64,Other,2
TX,421,18-34,Uncoded,9
OH,119,35-64,Other,1
IN,073,18-34,African-American,3
GA,161,18-34,Native American,1
WA,,65+,Native American,0
ND,023,65+,Uncoded,2
LA,117,18-34,Asian,4
KS,081,65+,African-American,1
IA,089,65+,Hispanic,1
MS,099,18-34,Hispanic,2
NH,007,18-34,Hispanic,1
OH,011,18-34,Hispanic,6
AL,041,35-64,Native American,7
UT,001,65+,African-American,1
GA,221,65+,Native American,2
AR,007,35-64,Other,3
NJ,001,65+,Native American,3
TX,323,18-34,African-American,3
MT,039,35-64,Uncoded,8
WV,041,65+,Uncoded,8
ID,071,35-64,Native American,2
IN,169,65+,Asian,5
MI,031,35-64,Asian,1
NY,075,65+,African-American,5
TX,347,18-34,Asian,9
WV,039,18-34,Native American,2
GA,309,65+,Native American,2
ID,051,18-34,Native American,3
MS,035,65+,Native American,0
ND,089,65+,Hispanic,2
WA,075,18-34,Native American,4
GA,159,18-34,Uncoded,5
OK,007,35-64,African-American,2
NC,007,65+,Other,6
PA,055,35-64,Native American,5
MI,005,18-34,Other,2
CO,061,35-64,Native American,1
PA,007,65+,Asian,4
ID,061,35-64,Native American,2
OH,041,18-34,Native American,1
VA,085,18-34,Native American,4
MS,147,65+,Other,1
GA,109,65+,Asian,4
TX,497,18-34,Native American,0
CO,095,65+,Native American,1
NE,185,35-64,Asian,2
TX,329,18-34,Other,2
OH,055,65+,Native American,1
GA,125,35-64,Other,1
ND,011,35-64,Hispanic,0
TX,247,35-64,Native American,1
GA,253,18-34,Native American,2
TN,103,65+,Hispanic,1
VA,167,65+,Native American,1
OR,049,35-64,Native American,5
KS,169,18-34,Native American,1
MO,105,65+,African-American,3
MN,081,65+,Asian,0
ND,009,35-64,Hispanic,3
OH,121,18-34,Hispanic,1
NY,037,65+,Asian,2
GA,231,18-34,Asian,13
KS,165,18-34,Asian,1
ND,103,65+,African-American,5
IL,123,35-64,Asian,1
VA,185,35-64,Native American,4
CO,123,18-34,Other,1
IN,029,35-64,Asian,3
GA,197,65+,Other,2
WI,111,18-34,African-American,5
IL,001,18-34,Asian,2
UT,047,18-34,African-American,0
TN,051,18-34,Asian,3
VT,017,18-34,Hispanic,1
TN,145,65+,Other,1
NJ,041,35-64,Native American,4
TX,147,65+,Asian,3
MO,027,18-34,Asian,1
OH,111,65+,African-American,2
MN,069,18-34,Uncoded,3
MT,019,35-64,Uncoded,4
GA,167,18-34,Asian,1
MT,011,65+,Uncoded,2
MO,155,18-34,Asian,0
VA,530,35-64,Native American,2
MS,,18-34,Native American,0
NY,033,35-64,Hispanic,2
NE,069,65+,Hispanic,1
VA,199,18-34,Native American,2
PA,121,35-64,Asian,4
TN,073,35-64,Asian,3
SD,077,35-64,Hispanic,3
TX,133,65+,Asian,1
VA,035,65+,Hispanic,2
VI,,18-34,Hispanic,5
ID,055,18-34,African-American,12
TX,205,35-64,Asian,0
ND,037,65+,Hispanic,1
TX,015,18-34,Native American,1
TN,111,65+,African-American,5
VA,195,18-34,Hispanic,4
NY,107,18-34,Asian,1
IA,005,35-64,Native American,1
OH,119,65+,Asian,0
IA,059,35-64,Asian,4
TX,163,35-64,Asian,2
SC,049,65+,Other,2
IN,131,35-64,Asian,1
WI,023,18-34,Hispanic,1
MS,049,18-34,Other,5
IL,139,65+,Asian,2
TN,107,65+,Asian,3
AR,079,65+,Hispanic,0
MO,041,65+,Uncoded,1
NH,019,65+,African-American,5
MO,121,65+,Native American,1
MN,121,65+,Native American,0
MD,029,65+,Asian,0
NY,035,18-34,Asian,2
CO,017,35-64,Native American,1
GA,237,65+,Native American,3
TX,125,18-34,African-American,2
IA,059,35-64,African-American,1
MN,033,65+,Native American,1
ND,045,35-64,Native American,1
SD,059,65+,Uncoded,8
IA,049,18-34,Native American,5
MI,009,65+,Native American,0
GA,161,65+,Asian,1
VA,029,35-64,Native American,1
VA,075,65+,Other,1
MS,001,65+,Hispanic,1
MA,015,18-34,Other,1
NE,179,18-34,African-American,2
IA,091,35-64,African-American,3
TN,165,18-34,Other,2
MO,171,35-64,African-American,1
IA,071,65+,Uncoded,5
MS,147,35-64,Hispanic,1
NE,095,35-64,Native American,2
KY,181,65+,Uncoded,2
VA,149,18-34,Other,2
MI,131,18-34,Uncoded,7
ND,081,65+,Native American,1
KY,161,18-34,Hispanic,1
SD,105,35-64,Asian,0
TX,221,18-34,Asian,1
NE,021,65+,African-American,2
MN,129,65+,African-American,1
KS,167,35-64,Hispanic,0
CO,065,18-34,Native American,2
MO,147,35-64,Hispanic,3
NE,147,35-64,African-American,2
GA,307,35-64,Uncoded,0
NY,113,65+,Native American,1
SD,089,18-34,Asian,1
IL,085,35-64,African-American,1
MO,115,35-64,Asian,1
IN,113,65+,Asian,0
MI,029,18-34,African-American,4
MI,095,65+,Uncoded,5
WY,035,35-64,Native American,1
WA,003,65+,Native American,1
KS,071,18-34,Uncoded,3
WV,021,65+,Hispanic,0
ID,065,18-34,Native American,4
MT,051,35-64,African-American,1
PA,057,35-64,Asian,1
IA,077,35-64,Asian,1
TX,185,35-64,Asian,1
WA,071,18-34,Native American,1
VA,775,18-34,Other,1
TX,129,18-34,Hispanic,2
UT,025,18-34,African-American,1
AL,063,35-64,Uncoded,1
MI,153,35-64,Hispanic,2
IL,149,65+,Hispanic,2
CO,081,35-64,Asian,0
SD,053,35-64,Hispanic,1
NE,033,18-34,Asian,1
LA,093,65+,Asian,1
MT,081,65+,Native American,3
MI,095,35-64,Hispanic,1
MI,137,65+,Hispanic,1
SD,019,65+,African-American,1
AR,099,18-34,Hispanic,1
IL,035,65+,Asian,1
NE,035,35-64,Native American,1
MO,213,35-64,Native American,1
WI,137,18-34,Asian,2
UT,007,18-34,Other,1
ND,005,35-64,African-American,1
NE,163,35-64,African-American,0
WV,075,18-34,Hispanic,0
MO,211,35-64,African-American,0
MO,149,35-64,Hispanic,1
NY,069,35-64,Other,1
IN,141,65+,Other,2
AK,282,65+,Native American,1
ND,021,65+,African-American,0
KS,149,18-34,Native American,2
WV,109,65+,Asian,0
TX,467,18-34,Native American,2
WV,007,65+,Asian,1
KY,215,18-34,Hispanic,2
OH,071,18-34,Hispanic,2
IL,023,18-34,African-American,1
MI,039,35-64,Native American,2
NM,006,18-34,African-American,1
ID,047,65+,Native American,1
AL,027,35-64,Asian,4
ND,053,35-64,Other,1
MS,087,18-34,Other,2
WY,,65+,African-American,0
KS,197,65+,African-American,0
OR,021,65+,Hispanic,2
KS,077,18-34,African-American,1
ME,029,65+,Other,1
NM,047,18-34,African-American,2
IL,135,18-34,Asian,1
IA,067,65+,Hispanic,0
NH,007,18-34,Other,1
WI,091,35-64,African-American,2
KY,107,18-34,Hispanic,3
MT,075,18-34,African-American,2
IN,087,18-34,Asian,1
IA,041,35-64,Native American,1
KY,177,65+,Asian,1
IA,191,35-64,Native American,1
KY,051,65+,Asian,1
VA,033,18-34,Native American,1
SD,123,18-34,Asian,1
MN,013,18-34,Native American,1
VA,009,65+,Asian,2
RI,005,35-64,Native American,3
TN,127,35-64,Native American,1
KS,083,18-34,Hispanic,2
TX,383,35-64,Native American,1
VA,820,18-34,Native American,1
WI,115,18-34,Asian,1
ID,007,35-64,Asian,0
NE,031,35-64,Hispanic,2
SD,065,35-64,Other,1
VA,750,65+,Native American,1
CA,043,18-34,Asian,1
SD,102,65+,Asian,1
NE,041,65+,Asian,1
CO,,65+,Other,1
MO,157,18-34,Hispanic,1
TX,021,35-64,Other,1
UT,001,35-64,African-American,1
MI,141,35-64,Asian,1
TN,117,65+,Other,1
KY,137,65+,Native American,1
IN,121,65+,Hispanic,2
MT,027,18-34,Native American,1
MN,065,65+,Hispanic,2
KS,131,35-64,Hispanic,0
WI,067,65+,Hispanic,2
IL,067,35-64,Asian,2
AR,141,18-34,African-American,1
AR,121,35-64,Native American,1
PA,027,18-34,Other,1
MS,125,65+,Asian,1
NH,019,35-64,Asian,1
VT,,65+,Other,1
SD,135,65+,African-American,1
NM,051,35-64,Asian,1
KS,195,18-34,African-American,1
WV,065,18-34,Asian,1
OK,031,35-64,African-American,1422
IA,113,35-64,Hispanic,62
ID,081,18-34,Caucasian,696
TX,043,65+,Caucasian,957
NY,021,35-64,Hispanic,33
VT,025,65+,Uncoded,57
PR,,18-34,Caucasian,324
UT,005,65+,Uncoded,105
MS,017,35-64,Hispanic,13
FL,017,35-64,Uncoded,61
GA,299,35-64,African-American,1702
WI,031,18-34,Caucasian,1938
OH,005,18-34,Uncoded,74
UT,039,18-34,Caucasian,676
MI,023,35-64,Uncoded,170
GA,069,65+,African-American,808
VA,041,65+,Asian,291
SD,083,35-64,Uncoded,280
FL,035,65+,Other,663
SC,027,18-34,Caucasian,1435
TN,175,18-34,Uncoded,3
UT,005,35-64,Hispanic,274
VA,005,65+,African-American,33
OR,059,65+,Native American,85
GA,089,18-34,Native American,486
NM,061,65+,Native American,74
ID,023,35-64,Caucasian,463
NY,055,18-34,Asian,626
GA,047,65+,Hispanic,42
MT,053,18-34,Uncoded,19
NE,005,18-34,Caucasian,53
NE,087,65+,Caucasian,553
CO,083,18-34,Native American,57
UT,003,35-64,Hispanic,105
NE,105,18-34,Caucasian,255
TN,031,35-64,African-American,218
GA,037,35-64,African-American,415
IL,201,65+,Asian,107
TX,465,65+,Caucasian,1403
GA,271,35-64,Hispanic,17
CO,011,65+,Caucasian,549
TN,065,35-64,Asian,128
AK,090,18-34,Uncoded,240
IN,043,18-34,Hispanic,11
OH,151,35-64,Uncoded,1190
TX,101,65+,Caucasian,107
OH,041,18-34,Uncoded,946
NC,159,35-64,Hispanic,511
AL,103,18-34,Native American,66
MT,015,35-64,Caucasian,893
MS,069,65+,Caucasian,636
AR,057,65+,African-American,396
NY,063,18-34,African-American,654
TX,203,18-34,Uncoded,360
NY,027,65+,Uncoded,1395
GA,153,65+,Hispanic,191
WY,007,18-34,Caucasian,340
AR,099,65+,African-American,296
TX,415,35-64,Hispanic,721
KS,065,35-64,Caucasian,514
AK,020,35-64,Hispanic,691
WV,039,18-34,Uncoded,212
LA,017,18-34,Asian,176
NE,099,65+,Caucasian,1014
VA,077,18-34,Caucasian,1259
CA,017,65+,Asian,288
FL,115,65+,Uncoded,189
TX,371,18-34,Caucasian,290
CA,089,18-34,Hispanic,369
OR,017,35-64,Hispanic,534
LA,079,65+,Asian,89
FL,021,65+,Native American,113
WI,035,18-34,Uncoded,203
MS,101,65+,Uncoded,29
OK,063,35-64,Uncoded,87
TX,175,35-64,Hispanic,335
MD,011,18-34,Hispanic,39
NC,169,18-34,Hispanic,88
TX,243,35-64,Caucasian,200
VA,790,65+,African-American,105
ND,037,65+,Caucasian,577
IN,037,18-34,Hispanic,113
TX,395,18-34,Hispanic,188
GA,121,65+,Uncoded,394
AR,145,18-34,African-American,65
NH,,18-34,Caucasian,127
TX,181,18-34,African-American,264
KY,113,18-34,Uncoded,140
NM,051,35-64,Hispanic,238
GA,003,35-64,Native American,3
TX,037,18-34,Uncoded,311
FL,033,65+,Uncoded,43
NE,107,35-64,Uncoded,22
KY,059,18-34,Uncoded,200
TX,201,35-64,Native American,209
SD,041,18-34,Caucasian,82
TX,143,35-64,Hispanic,422
GA,055,65+,African-American,216
LA,009,18-34,Native American,38
TX,455,18-34,Hispanic,33
VA,,35-64,Uncoded,81
NC,145,35-64,Native American,44
FL,023,18-34,Hispanic,287
FL,061,35-64,Uncoded,77
AR,033,65+,African-American,16
IL,073,65+,Uncoded,56
OK,115,18-34,Native American,39
VA,023,35-64,Hispanic,3
FL,005,18-34,Other,398
SD,102,18-34,Caucasian,125
AK,150,18-34,Caucasian,436
CO,014,65+,Asian,91
UT,051,65+,Uncoded,32
OH,039,18-34,Hispanic,136
IA,041,35-64,Uncoded,50
WA,021,65+,Uncoded,201
VA,019,35-64,Hispanic,42
TX,117,35-64,Uncoded,68
IA,103,65+,Uncoded,307
LA,045,18-34,Uncoded,6
GA,007,18-34,Caucasian,169
AL,061,18-34,African-American,242
TN,107,18-34,African-American,86
MS,163,18-34,African-American,746
TX,407,35-64,Uncoded,192
OR,071,35-64,Hispanic,965
TX,381,65+,Hispanic,658
NC,127,35-64,Hispanic,303
KS,103,18-34,Uncoded,294
MT,101,35-64,Native American,1
NY,015,35-64,Other,1
NH,019,35-64,Other,1
MN,101,35-64,Asian,0
MI,157,18-34,Native American,1
IN,109,18-34,Other,1
TX,051,65+,Asian,1
TN,169,65+,Hispanic,0
PA,111,35-64,Other,1
IN,173,65+,Native American,2
CO,077,35-64,Other,2
WI,045,35-64,African-American,4
SC,069,18-34,Uncoded,3
SC,081,65+,Asian,5
OK,031,35-64,Other,4
KY,141,35-64,Asian,2
LA,065,65+,Uncoded,0
TX,245,35-64,Other,2
TX,299,35-64,Asian,1
KS,167,35-64,Asian,1
NM,037,65+,Asian,1
SD,045,35-64,Hispanic,0
UT,045,18-34,Native American,2
VA,061,65+,Native American,2
MO,123,65+,Hispanic,1
OK,003,65+,Native American,3
OH,163,35-64,African-American,5
IA,109,65+,African-American,2
TX,371,18-34,African-American,1
WI,031,18-34,African-American,3
MI,055,18-34,Other,1
SD,027,65+,Native American,4
TN,159,65+,Hispanic,0
MS,133,18-34,Hispanic,3
LA,127,18-34,Asian,1
ID,021,65+,Native American,0
OR,009,65+,African-American,3
GA,081,18-34,Uncoded,4
OK,039,65+,Asian,0
AK,150,18-34,African-American,0
KY,183,35-64,Native American,2
SC,005,65+,Hispanic,2
WV,109,18-34,Uncoded,2
CO,075,18-34,Native American,2
IL,203,18-34,Native American,1
TN,015,35-64,Hispanic,3
ME,005,65+,Native American,4
VA,678,35-64,Hispanic,1
IL,133,35-64,Asian,2
IN,155,18-34,Uncoded,7
WA,051,65+,Hispanic,2
NE,125,35-64,Hispanic,1
NE,141,65+,Native American,2
OK,051,35-64,Asian,3
KY,063,35-64,Uncoded,3
CA,105,18-34,African-American,1
LA,035,35-64,Native American,1
CA,063,35-64,Other,1
IN,039,18-34,Other,2
NY,115,35-64,Asian,0
TN,029,35-64,Asian,5
UT,025,65+,Asian,1
PA,105,35-64,Asian,3
OH,073,65+,Hispanic,2
MS,111,18-34,Uncoded,5
MO,039,35-64,Asian,2
MS,149,65+,Native American,1
MO,229,35-64,Asian,1
PA,097,18-34,Asian,1
IN,071,65+,Asian,4
IL,023,65+,Asian,1
IA,121,65+,Native American,1
SD,087,35-64,African-American,1
TX,425,18-34,Other,1
MO,225,18-34,Native American,1
KS,201,65+,African-American,0
VA,540,65+,Native American,1
ID,009,35-64,Other,1
IN,077,65+,Native American,2
NM,055,65+,Asian,3
WV,073,65+,Uncoded,2
MT,019,35-64,Native American,1
CA,005,18-34,African-American,2
NM,023,35-64,Native American,1
MS,099,65+,Hispanic,2
ND,011,35-64,Asian,2
NE,141,35-64,Asian,1
NM,017,65+,African-American,3
TX,239,35-64,Native American,4
WV,109,18-34,African-American,2
AR,001,35-64,Asian,1
AR,027,65+,Asian,1
ME,017,18-34,Asian,1
MT,021,18-34,Hispanic,3
KY,023,18-34,Uncoded,3
MO,157,18-34,Asian,2
MD,025,65+,Other,2
KY,197,18-34,African-American,2
TX,359,65+,African-American,1
TX,367,35-64,Other,1
ME,001,65+,Asian,3
VA,035,65+,Asian,1
ID,037,35-64,Hispanic,3
TX,273,65+,Native American,1
SD,009,35-64,Asian,1
CO,033,65+,Uncoded,0
OH,111,18-34,Hispanic,0
NE,,35-64,Native American,1
IN,035,18-34,Native American,3
KY,071,35-64,Hispanic,2
KY,019,65+,Native American,1
MO,065,35-64,African-American,2
TX,341,65+,African-American,2
TN,175,35-64,Asian,1
CO,093,18-34,Native American,1
IL,085,18-34,African-American,1
MN,143,65+,Native American,1
NE,131,18-34,African-American,3
SD,077,35-64,Asian,2
AR,097,65+,Hispanic,1
MI,047,18-34,Hispanic,2
OR,023,35-64,African-American,0
VA,175,35-64,Hispanic,1
WI,047,35-64,Asian,2
MT,071,65+,African-American,0
SD,123,65+,African-American,1
NE,101,18-34,Native American,1
TN,105,65+,Native American,0
WY,045,65+,Hispanic,0
TN,073,18-34,Asian,1
GA,105,65+,Native American,3
OR,015,65+,African-American,4
OH,013,65+,Native American,1
AL,063,35-64,Native American,1
WV,101,65+,Hispanic,1
MN,121,18-34,Asian,1
MI,109,35-64,Other,1
AL,041,18-34,Native American,2
WA,077,35-64,Other,1
WV,051,65+,Hispanic,2
TX,103,65+,African-American,1
VT,015,18-34,Hispanic,2
ID,045,35-64,Asian,1
AL,035,18-34,Asian,5
MI,095,18-34,Native American,2
MO,197,35-64,Hispanic,3
TN,029,65+,Hispanic,1
NE,083,18-34,Uncoded,4
IL,059,18-34,Uncoded,2
GA,141,18-34,Hispanic,1
CA,061,18-34,Other,4
OH,129,35-64,Hispanic,1
KY,013,35-64,Hispanic,4
MO,025,35-64,African-American,2
TX,219,65+,Asian,1
PA,111,35-64,Hispanic,3
MT,013,35-64,Other,1
GA,007,35-64,Other,3
CO,037,18-34,Other,1
MN,131,18-34,Asian,10
IA,137,35-64,Native American,3
WI,141,65+,African-American,2
MO,117,35-64,Hispanic,1
NE,075,18-34,Uncoded,2
MO,007,65+,Asian,2
NY,041,18-34,Uncoded,5
MO,175,65+,Hispanic,2
GA,271,65+,Asian,1
SD,077,65+,Hispanic,1
WY,041,65+,African-American,1
IA,057,65+,Hispanic,1
MI,119,18-34,Asian,2
OH,131,18-34,Asian,1
NH,,35-64,Other,2
SD,019,18-34,Native American,2
IN,053,18-34,Native American,3
OK,087,35-64,Asian,1
IL,087,35-64,Asian,1
GA,283,35-64,Asian,2
WA,045,18-34,Other,2
NM,005,65+,Asian,2
MS,147,65+,Hispanic,1
PA,039,18-34,African-American,6
KY,059,65+,Hispanic,1
VT,003,65+,Hispanic,0
CA,015,18-34,African-American,2
NY,071,18-34,Native American,6
MD,021,65+,Other,3
AL,011,35-64,Other,2
CO,109,65+,African-American,2
VA,720,65+,Hispanic,1
ND,039,35-64,Hispanic,1
VA,121,65+,Hispanic,0
PA,099,35-64,African-American,3
NC,121,65+,African-American,5
NE,049,18-34,African-American,1
NH,017,18-34,Other,1
VA,095,18-34,Asian,8
MN,097,35-64,Other,1
KY,143,65+,African-American,3
WY,035,65+,Native American,3
MO,167,18-34,Asian,1
NH,007,35-64,Native American,2
SD,033,35-64,Native American,1
SD,013,65+,African-American,3
VT,017,35-64,Asian,1
KS,159,35-64,Native American,1
GA,259,18-34,Hispanic,5
NM,059,18-34,Native American,2
IL,077,35-64,Native American,1
KY,197,35-64,African-American,4
TX,265,35-64,Native American,1
MN,067,65+,Asian,4
OK,043,65+,Native American,1
IA,041,65+,Native American,1
NE,145,35-64,African-American,1
IN,143,35-64,Asian,1
LA,067,18-34,Native American,1
KY,153,35-64,African-American,1
IN,017,18-34,Other,2
AL,037,35-64,Hispanic,4
KS,131,65+,Hispanic,1
MI,071,35-64,Hispanic,3
NE,021,35-64,Hispanic,1
MN,101,65+,Asian,2
MT,005,65+,African-American,2
IN,051,65+,Asian,1
MT,103,65+,Uncoded,4
IN,167,35-64,Other,1
DC,,65+,Hispanic,0
NE,035,18-34,Hispanic,6
SC,049,18-34,Native American,1
OR,055,18-34,Hispanic,1
TX,229,65+,African-American,1
SD,011,18-34,Asian,1
NM,041,65+,Asian,2
VA,135,35-64,Asian,1
TX,271,18-34,Other,1
MN,133,18-34,Asian,2
CA,011,18-34,Asian,3
OH,111,18-34,Native American,1
AR,105,65+,Uncoded,6
IA,133,35-64,African-American,2
TN,099,35-64,Asian,1
NC,171,18-34,Native American,1
AR,057,35-64,Asian,0
MO,025,65+,Asian,1
NC,187,65+,Asian,4
OK,033,35-64,Asian,1
MT,037,18-34,Uncoded,3
ND,103,35-64,Hispanic,0
OH,175,18-34,Asian,2
MN,069,35-64,Native American,2
GA,091,65+,Native American,3
KS,063,18-34,Hispanic,2
KY,069,18-34,African-American,5
MS,125,35-64,Other,1
IA,017,65+,Hispanic,1
MN,047,65+,Asian,1
MI,055,35-64,Other,1
KS,147,65+,Hispanic,1
AR,015,35-64,Native American,0
OR,069,18-34,Hispanic,3
TX,095,18-34,Uncoded,3
MO,091,18-34,Hispanic,2
IN,025,35-64,Native American,1
CO,047,35-64,Asian,1
AK,,18-34,Other,2
OH,017,65+,Hispanic,48
MO,221,65+,Uncoded,11
IL,095,65+,Uncoded,122
NC,077,35-64,Other,189
IA,113,65+,Uncoded,293
MN,077,65+,Caucasian,755
WI,053,18-34,Caucasian,754
IN,057,18-34,Hispanic,235
GA,057,18-34,Native American,198
IA,,65+,Uncoded,20
IA,123,18-34,Uncoded,44
