geoid,age,race,population,registered,reg_frac
22127,35-64,Hispanic,109,9,0.08256880733944955
22127,65+,Native American,6,0,0.0
22127,65+,Asian,1,0,0.0
22127,65+,Black,503,369,0.7335984095427436
22127,65+,Other,1,4,4.0
22127,65+,White,2073,1466,0.7071876507477086
22127,65+,Hispanic,36,3,0.08333333333333333
23001,18-34,Native American,39,1,0.02564102564102564
23001,18-34,Asian,456,3,0.006578947368421052
23001,18-34,Black,682,82,0.12023460410557185
23001,18-34,Other,96,159,1.65625
23001,18-34,White,20880,8725,0.4178639846743295
23001,18-34,Hispanic,481,4,0.008316008316008316
23001,35-64,Native American,40,4,0.1
23001,35-64,Asian,138,9,0.06521739130434782
23001,35-64,Black,557,122,0.21903052064631956
23001,35-64,Other,87,379,4.35632183908046
23001,35-64,White,41789,24311,0.5817559644882625
23001,35-64,Hispanic,625,2,0.0032
23001,65+,Native American,28,3,0.10714285714285714
23001,65+,Asian,55,3,0.05454545454545454
23001,65+,Black,79,30,0.379746835443038
23001,65+,Other,1,109,109.0
23001,65+,White,18301,15342,0.8383148461832687
23001,65+,Hispanic,149,4,0.026845637583892617
23003,18-34,Native American,296,6,0.02027027027027027
23003,18-34,Asian,108,1,0.009259259259259259
23003,18-34,Black,231,13,0.05627705627705628
23003,18-34,Other,75,86,1.1466666666666667
23003,18-34,White,10862,4461,0.41069784570060763
23003,18-34,Hispanic,253,9,0.03557312252964427
23003,35-64,Native American,397,34,0.08564231738035265
23003,35-64,Asian,123,2,0.016260162601626018
23003,35-64,Black,253,25,0.09881422924901186
23003,35-64,Other,16,164,10.25
23003,35-64,White,26694,14136,0.5295572038660373
23003,35-64,Hispanic,231,4,0.017316017316017316
23003,65+,Native American,136,16,0.11764705882352941
23003,65+,Asian,31,1,0.03225806451612903
23003,65+,Black,20,9,0.45
23003,65+,Other,9,90,10.0
23003,65+,White,15627,11608,0.7428169194343124
23003,65+,Hispanic,70,2,0.02857142857142857
23005,18-34,Native American,90,3,0.03333333333333333
23005,18-34,Asian,1538,84,0.054616384915474644
23005,18-34,Black,2448,151,0.061683006535947715
23005,18-34,Other,356,721,2.0252808988764044
23005,18-34,White,58820,30043,0.5107616456987419
23005,18-34,Hispanic,2001,35,0.017491254372813594
23005,35-64,Native American,349,12,0.034383954154727794
23005,35-64,Asian,2650,138,0.052075471698113204
23005,35-64,Black,2645,250,0.0945179584120983
23005,35-64,Other,326,1376,4.220858895705521
23005,35-64,White,112434,71584,0.6366757386555668
23005,35-64,Hispanic,2003,71,0.03544682975536695
23005,65+,Native American,44,4,0.09090909090909091
23005,65+,Asian,675,46,0.06814814814814815
23005,65+,Black,202,64,0.31683168316831684
23005,65+,Other,24,467,19.458333333333332
23005,65+,White,50869,46311,0.9103972950126796
23005,65+,Hispanic,327,20,0.06116207951070336
23007,18-34,Native American,7,0,0.0
23007,18-34,Asian,39,0,0.0
23007,18-34,Black,27,0,0.0
23007,18-34,Other,65,23,0.35384615384615387
23007,18-34,White,5984,2172,0.3629679144385027
23007,18-34,Hispanic,176,1,0.005681818181818182
23007,35-64,Native American,11,0,0.0
23007,35-64,Asian,31,0,0.0
23007,35-64,Black,9,3,0.3333333333333333
23007,35-64,Other,40,56,1.4
23007,35-64,White,11720,6283,0.5360921501706485
23007,35-64,Hispanic,71,1,0.014084507042253521
23007,65+,Native American,19,0,0.0
23007,65+,Asian,18,0,0.0
23007,65+,Black,10,2,0.2
23007,65+,Other,1,20,20.0
23007,65+,White,6347,4751,0.7485426185599496
23007,65+,Hispanic,42,0,0.0
23009,18-34,Native American,45,0,0.0
23009,18-34,Asian,213,2,0.009389671361502348
23009,18-34,Black,130,2,0.015384615384615385
23009,18-34,Other,27,44,1.6296296296296295
23009,18-34,White,8982,3804,0.42351369405477624
23009,18-34,Hispanic,226,4,0.017699115044247787
23009,35-64,Native American,84,1,0.011904761904761904
23009,35-64,Asian,238,7,0.029411764705882353
23009,35-64,Black,135,8,0.05925925925925926
23009,35-64,Other,28,126,4.5
23009,35-64,White,21753,11970,0.5502689284236657
23009,35-64,Hispanic,237,2,0.008438818565400843
23009,65+,Native American,13,1,0.07692307692307693
23009,65+,Asian,62,3,0.04838709677419355
23009,65+,Black,27,2,0.07407407407407407
23009,65+,Other,21,55,2.619047619047619
23009,65+,White,12917,9801,0.7587675156770148
23009,65+,Hispanic,94,1,0.010638297872340425
23011,18-34,Native American,133,4,0.03007518796992481
23011,18-34,Asian,394,33,0.08375634517766498
23011,18-34,Black,277,27,0.09747292418772563
23011,18-34,Other,117,192,1.641025641025641
23011,18-34,White,22905,10513,0.4589827548570181
23011,18-34,Hispanic,570,27,0.04736842105263158
23011,35-64,Native American,253,6,0.023715415019762844
23011,35-64,Asian,300,17,0.056666666666666664
23011,35-64,Black,332,16,0.04819277108433735
23011,35-64,Other,117,345,2.948717948717949
23011,35-64,White,48760,29225,0.5993642329778507
23011,35-64,Hispanic,531,16,0.030131826741996232
23011,65+,Native American,131,5,0.03816793893129771
23011,65+,Asian,104,2,0.019230769230769232
23011,65+,Black,37,7,0.1891891891891892
23011,65+,Other,18,124,6.888888888888889
23011,65+,White,23227,20255,0.8720454643303053
23011,65+,Hispanic,140,4,0.02857142857142857
23013,18-34,Native American,25,1,0.04
23013,18-34,Asian,49,0,0.0
23013,18-34,Black,55,1,0.01818181818181818
23013,18-34,Other,6,31,5.166666666666667
23013,18-34,White,6385,2876,0.4504306969459671
23013,18-34,Hispanic,121,2,0.01652892561983471
23013,35-64,Native American,54,4,0.07407407407407407
23013,35-64,Asian,94,1,0.010638297872340425
23013,35-64,Black,112,3,0.026785714285714284
23013,35-64,Other,27,105,3.888888888888889
23013,35-64,White,15846,8645,0.5455635491606715
23013,35-64,Hispanic,232,3,0.01293103448275862
23013,65+,Native American,21,1,0.047619047619047616
23013,65+,Asian,1,0,0.0
23013,65+,Black,6,0,0.0
23013,65+,Other,4,32,8.0
23013,65+,White,9582,7926,0.8271759549154665
23013,65+,Hispanic,37,2,0.05405405405405406
23015,18-34,Native American,62,0,0.0
23015,18-34,Asian,47,2,0.0425531914893617
23015,18-34,Black,40,0,0.0
23015,18-34,Other,10,23,2.3
23015,18-34,White,5239,2550,0.4867341095628937
23015,18-34,Hispanic,101,2,0.019801980198019802
23015,35-64,Native American,62,2,0.03225806451612903
23015,35-64,Asian,156,2,0.01282051282051282
23015,35-64,Black,65,1,0.015384615384615385
23015,35-64,Other,47,68,1.446808510638298
23015,35-64,White,13286,7966,0.5995785036880927
23015,35-64,Hispanic,135,3,0.022222222222222223
23015,65+,Native American,19,1,0.05263157894736842
23015,65+,Asian,26,2,0.07692307692307693
23015,65+,Black,9,1,0.1111111111111111
23015,65+,Other,5,32,6.4
23015,65+,White,9157,7419,0.8101998471114994
23015,65+,Hispanic,47,0,0.0
23017,18-34,Native American,3,1,0.3333333333333333
23017,18-34,Asian,49,1,0.02040816326530612
23017,18-34,Black,96,3,0.03125
23017,18-34,Other,2,53,26.5
23017,18-34,White,9561,4063,0.4249555485827842
23017,18-34,Hispanic,192,4,0.020833333333333332
23017,35-64,Native American,79,1,0.012658227848101266
23017,35-64,Asian,76,5,0.06578947368421052
23017,35-64,Black,32,4,0.125
23017,35-64,Other,47,121,2.574468085106383
23017,35-64,White,24225,13109,0.5411351909184726
23017,35-64,Hispanic,248,5,0.020161290322580645
23017,65+,Native American,65,0,0.0
23017,65+,Asian,50,3,0.06
23017,65+,Black,18,4,0.2222222222222222
23017,65+,Other,1,39,39.0
23017,65+,White,12050,9779,0.8115352697095436
23017,65+,Hispanic,53,0,0.0
23019,18-34,Native American,453,37,0.08167770419426049
23019,18-34,Asian,594,8,0.013468013468013467
23019,18-34,Black,676,23,0.034023668639053255
23019,18-34,Other,86,221,2.5697674418604652
23019,18-34,White,33874,13556,0.4001889354667296
23019,18-34,Hispanic,708,5,0.007062146892655367
23019,35-64,Native American,673,90,0.1337295690936107
23019,35-64,Asian,526,12,0.022813688212927757
23019,35-64,Black,270,24,0.08888888888888889
23019,35-64,Other,162,398,2.45679012345679
23019,35-64,White,58239,33170,0.56954961451948
23019,35-64,Hispanic,566,13,0.022968197879858657
23019,65+,Native American,188,43,0.22872340425531915
23019,65+,Asian,64,10,0.15625
23019,65+,Black,105,7,0.06666666666666667
23019,65+,Other,10,136,13.6
23019,65+,White,26862,22607,0.8415977961432507
23019,65+,Hispanic,139,1,0.007194244604316547
23021,18-34,Native American,21,1,0.047619047619047616
23021,18-34,Asian,44,1,0.022727272727272728
23021,18-34,Black,44,1,0.022727272727272728
23021,18-34,Other,19,8,0.42105263157894735
23021,18-34,White,2300,988,0.4295652173913043
23021,18-34,Hispanic,43,1,0.023255813953488372
23021,35-64,Native American,55,1,0.01818181818181818
23021,35-64,Asian,22,0,0.0
23021,35-64,Black,12,4,0.3333333333333333
23021,35-64,Other,39,27,0.6923076923076923
23021,35-64,White,6928,3584,0.5173210161662818
23021,35-64,Hispanic,68,2,0.029411764705882353
23021,65+,Native American,1,0,0.0
23021,65+,Asian,31,1,0.03225806451612903
23021,65+,Black,2,0,0.0
23021,65+,Other,18,17,0.9444444444444444
23021,65+,White,4258,3229,0.7583372475340535
23021,65+,Hispanic,57,3,0.05263157894736842
23023,18-34,Native American,75,0,0.0
23023,18-34,Asian,35,0,0.0
23023,18-34,Black,35,3,0.08571428571428572
23023,18-34,Other,1,42,42.0
23023,18-34,White,5909,3203,0.5420544931460484
23023,18-34,Hispanic,152,1,0.006578947368421052
23023,35-64,Native American,27,1,0.037037037037037035
23023,35-64,Asian,81,0,0.0
23023,35-64,Black,85,6,0.07058823529411765
23023,35-64,Other,40,112,2.8
23023,35-64,White,14394,9335,0.6485341114353202
23023,35-64,Hispanic,221,0,0.0
23023,65+,Native American,8,1,0.125
23023,65+,Asian,88,2,0.022727272727272728
23023,65+,Black,73,6,0.0821917808219178
23023,65+,Other,12,51,4.25
23023,65+,White,7478,6919,0.9252473923508959
23023,65+,Hispanic,68,3,0.04411764705882353
23025,18-34,Native American,46,2,0.043478260869565216
23025,18-34,Asian,13,1,0.07692307692307693
23025,18-34,Black,35,6,0.17142857142857143
23025,18-34,Other,41,31,0.7560975609756098
23025,18-34,White,8577,3600,0.4197271773347324
23025,18-34,Hispanic,108,0,0.0
23025,35-64,Native American,85,3,0.03529411764705882
23025,35-64,Asian,38,2,0.05263157894736842
23025,35-64,Black,97,12,0.12371134020618557
23025,35-64,Other,7,75,10.714285714285714
23025,35-64,White,21130,11437,0.5412683388547089
23025,35-64,Hispanic,210,1,0.004761904761904762
23025,65+,Native American,50,4,0.08
23025,65+,Asian,87,4,0.04597701149425287
23025,65+,Black,74,6,0.08108108108108109
23025,65+,Other,3,20,6.666666666666667
23025,65+,White,10180,8431,0.8281925343811395
23025,65+,Hispanic,55,4,0.07272727272727272
23027,18-34,Native American,38,0,0.0
23027,18-34,Asian,28,1,0.03571428571428571
23027,18-34,Black,65,2,0.03076923076923077
23027,18-34,Other,36,34,0.9444444444444444
23027,18-34,White,6788,3100,0.45668827342368884
23027,18-34,Hispanic,203,3,0.014778325123152709
23027,35-64,Native American,99,0,0.0
23027,35-64,Asian,84,3,0.03571428571428571
23027,35-64,Black,33,1,0.030303030303030304
23027,35-64,Other,53,83,1.5660377358490567
23027,35-64,White,15949,9395,0.5890651451501662
23027,35-64,Hispanic,183,5,0.0273224043715847
23027,65+,Native American,11,0,0.0
23027,65+,Asian,27,3,0.1111111111111111
23027,65+,Black,19,1,0.05263157894736842
23027,65+,Other,1,43,43.0
23027,65+,White,8512,7361,0.8647791353383458
23027,65+,Hispanic,46,2,0.043478260869565216
23029,18-34,Native American,302,13,0.04304635761589404
23029,18-34,Asian,45,0,0.0
23029,18-34,Black,111,1,0.009009009009009009
23029,18-34,Other,30,45,1.5
23029,18-34,White,4683,1780,0.3800982276318599
23029,18-34,Hispanic,222,1,0.0045045045045045045
23029,35-64,Native American,582,93,0.15979381443298968
23029,35-64,Asian,35,3,0.08571428571428572
23029,35-64,Black,79,3,0.0379746835443038
23029,35-64,Other,64,123,1.921875
23029,35-64,White,11784,6109,0.5184147997284454
23029,35-64,Hispanic,191,3,0.015706806282722512
23029,65+,Native American,175,40,0.22857142857142856
23029,65+,Asian,26,0,0.0
23029,65+,Black,13,2,0.15384615384615385
23029,65+,Other,8,46,5.75
23029,65+,White,7237,5353,0.7396711344479757
23029,65+,Hispanic,23,2,0.08695652173913043
23031,18-34,Native American,213,3,0.014084507042253521
23031,18-34,Asian,599,10,0.01669449081803005
23031,18-34,Black,442,21,0.04751131221719457
23031,18-34,Other,160,277,1.73125
23031,18-34,White,37185,18144,0.4879386849536103
23031,18-34,Hispanic,1111,16,0.0144014401440144
23031,35-64,Native American,254,7,0.027559055118110236
23031,35-64,Asian,1112,26,0.023381294964028777
23031,35-64,Black,653,30,0.045941807044410414
23031,35-64,Other,208,685,3.293269230769231
23031,35-64,White,82249,48982,0.5955330763899865
23031,35-64,Hispanic,1054,25,0.023719165085388995
23031,65+,Native American,147,6,0.04081632653061224
23031,65+,Asian,229,14,0.0611353711790393
23031,65+,Black,125,21,0.168
23031,65+,Other,48,255,5.3125
23031,65+,White,39841,34394,0.8632815441379483
23031,65+,Hispanic,256,12,0.046875
24001,18-34,Native American,43,0,0.0
24001,18-34,Asian,244,5,0.020491803278688523
24001,18-34,Black,2875,51,0.017739130434782608
24001,18-34,Other,95,90,0.9473684210526315
24001,18-34,White,14115,6900,0.48884165781083955
24001,18-34,Hispanic,539,2,0.0037105751391465678
24001,35-64,Native American,29,3,0.10344827586206896
24001,35-64,Asian,233,13,0.055793991416309016
24001,35-64,Black,2337,64,0.02738553701326487
24001,35-64,Other,67,127,1.8955223880597014
24001,35-64,White,24009,13768,0.573451622308301
24001,35-64,Hispanic,403,8,0.019851116625310174
24001,65+,Native American,20,0,0.0
24001,65+,Asian,59,8,0.13559322033898305
24001,65+,Black,172,37,0.21511627906976744
24001,65+,Other,14,58,4.142857142857143
24001,65+,White,13859,10320,0.7446424705967242
24001,65+,Hispanic,57,6,0.10526315789473684
24003,18-34,Native American,399,14,0.03508771929824561
24003,18-34,Asian,5518,620,0.11235955056179775
24003,18-34,Black,23979,6990,0.29150506693356687
24003,18-34,Other,4416,4137,0.9368206521739131
24003,18-34,White,86963,59917,0.6889941699343399
24003,18-34,Hispanic,12454,913,0.07330977999036455
24003,35-64,Native American,496,23,0.046370967741935484
24003,35-64,Asian,9189,1111,0.12090543040592013
24003,35-64,Black,37960,12743,0.335695468914647
24003,35-64,Other,4858,6657,1.3703170028818443
24003,35-64,White,166188,118369,0.7122596095987677
24003,35-64,Hispanic,14755,979,0.06635038969840731
24003,65+,Native American,124,12,0.0967741935483871
24003,65+,Asian,2522,416,0.16494845360824742
24003,65+,Black,9080,3994,0.43986784140969165
24003,65+,Other,231,1870,8.095238095238095
24003,65+,White,68918,63235,0.9175396848428568
24003,65+,Hispanic,1587,240,0.15122873345935728
24005,18-34,Native American,627,35,0.05582137161084529
24005,18-34,Asian,13166,1603,0.12175300015190643
24005,18-34,Black,60626,22266,0.36726816877247387
24005,18-34,Other,2781,4938,1.7756202804746495
24005,18-34,White,101065,68009,0.6729233661504972
24005,18-34,Hispanic,11838,559,0.04722081432674438
24005,35-64,Native American,823,51,0.061968408262454436
24005,35-64,Asian,19773,2674,0.13523491630000506
24005,35-64,Black,91714,39330,0.4288331116296312
24005,35-64,Other,3900,7719,1.9792307692307691
24005,35-64,White,193880,132315,0.682458221580359
24005,35-64,Hispanic,14542,714,0.04909916105074955
24005,65+,Native American,288,24,0.08333333333333333
24005,65+,Asian,5422,1177,0.21707856879380302
24005,65+,Black,26354,17837,0.6768232526371708
24005,65+,Other,333,2723,8.177177177177176
24005,65+,White,105058,86942,0.82756191817853
24005,65+,Hispanic,2166,195,0.09002770083102493
24009,18-34,Native American,1,1,1.0
24009,18-34,Asian,260,5,0.019230769230769232
24009,18-34,Black,2346,670,0.2855924978687127
24009,18-34,Other,121,399,3.2975206611570247
24009,18-34,White,14437,11254,0.7795248320288148
24009,18-34,Hispanic,760,23,0.030263157894736843
24009,35-64,Native American,42,4,0.09523809523809523
24009,35-64,Asian,785,14,0.017834394904458598
24009,35-64,Black,4792,1404,0.2929883138564274
24009,35-64,Other,300,702,2.34
24009,35-64,White,31774,21984,0.6918864480392773
24009,35-64,Hispanic,1555,48,0.030868167202572346
24009,65+,Native American,53,0,0.0
24009,65+,Asian,173,7,0.04046242774566474
24009,65+,Black,1774,634,0.3573844419391206
24009,65+,Other,1,187,187.0
24009,65+,White,11146,10446,0.937197200789521
24009,65+,Hispanic,117,16,0.13675213675213677
24011,18-34,Native American,30,4,0.13333333333333333
24011,18-34,Asian,73,1,0.0136986301369863
24011,18-34,Black,934,309,0.33083511777301927
24011,18-34,Other,158,136,0.8607594936708861
24011,18-34,White,5066,3281,0.6476510067114094
24011,18-34,Hispanic,631,39,0.061806656101426306
24011,35-64,Native American,58,0,0.0
24011,35-64,Asian,65,4,0.06153846153846154
24011,35-64,Black,1636,521,0.3184596577017115
24011,35-64,Other,321,132,0.411214953271028
24011,35-64,White,10540,6487,0.6154648956356736
24011,35-64,Hispanic,716,32,0.0446927374301676
24011,65+,Native American,11,4,0.36363636363636365
24011,65+,Asian,47,0,0.0
24011,65+,Black,712,329,0.46207865168539325
24011,65+,Other,8,48,6.0
24011,65+,White,4502,3739,0.8305197689915593
24011,65+,Hispanic,18,8,0.4444444444444444
24013,18-34,Native American,92,7,0.07608695652173914
24013,18-34,Asian,661,40,0.060514372163388806
24013,18-34,Black,1346,118,0.08766716196136701
24013,18-34,Other,280,711,2.539285714285714
24013,18-34,White,29699,23183,0.7805986733560053
24013,18-34,Hispanic,1508,45,0.029840848806366047
24013,35-64,Native American,140,4,0.02857142857142857
24013,35-64,Asian,1387,104,0.07498197548666186
24013,35-64,Black,2470,245,0.09919028340080972
24013,35-64,Other,411,1193,2.902676399026764
24013,35-64,White,64028,43916,0.6858874242518898
24013,35-64,Hispanic,2133,50,0.02344116268166901
24013,65+,Native American,71,3,0.04225352112676056
24013,65+,Asian,303,16,0.052805280528052806
24013,65+,Black,667,94,0.1409295352323838
24013,65+,Other,71,280,3.943661971830986
24013,65+,White,26108,23390,0.8958939788570554
24013,65+,Hispanic,227,13,0.05726872246696035
24015,18-34,Native American,25,0,0.0
24015,18-34,Asian,304,30,0.09868421052631579
24015,18-34,Black,1467,249,0.16973415132924335
24015,18-34,Other,306,335,1.0947712418300655
24015,18-34,White,17942,11655,0.649593133429941
24015,18-34,Hispanic,1134,36,0.031746031746031744
24015,35-64,Native American,62,4,0.06451612903225806
24015,35-64,Asian,584,31,0.053082191780821915
24015,35-64,Black,2848,362,0.1271067415730337
24015,35-64,Other,347,519,1.4956772334293948
24015,35-64,White,37623,22547,0.5992876697764665
24015,35-64,Hispanic,1489,45,0.03022162525184688
24015,65+,Native American,1,0,0.0
24015,65+,Asian,185,14,0.07567567567567568
24015,65+,Black,608,144,0.23684210526315788
24015,65+,Other,47,147,3.127659574468085
24015,65+,White,14599,12303,0.8427289540379478
24015,65+,Hispanic,222,22,0.0990990990990991
24017,18-34,Native American,106,5,0.04716981132075472
24017,18-34,Asian,1068,66,0.06179775280898876
24017,18-34,Black,17531,9477,0.5405852489875078
24017,18-34,Other,406,1127,2.7758620689655173
24017,18-34,White,13357,10737,0.8038481694991391
24017,18-34,Hispanic,2499,87,0.03481392557022809
24017,35-64,Native American,483,11,0.022774327122153208
24017,35-64,Asian,2540,151,0.0594488188976378
24017,35-64,Black,32326,17747,0.5490008043061313
24017,35-64,Other,431,1877,4.354988399071925
24017,35-64,White,28541,22274,0.7804211485231772
24017,35-64,Hispanic,3083,130,0.042166720726565035
24017,65+,Native American,148,7,0.0472972972972973
24017,65+,Asian,592,49,0.08277027027027027
24017,65+,Black,6191,4734,0.7646583750605718
24017,65+,Other,108,471,4.361111111111111
24017,65+,White,12128,11019,0.9085587071240105
24017,65+,Hispanic,331,34,0.1027190332326284
24019,18-34,Native American,5,1,0.2
24019,18-34,Asian,78,5,0.0641025641025641
24019,18-34,Black,1820,782,0.42967032967032964
24019,18-34,Other,32,99,3.09375
24019,18-34,White,3789,2360,0.6228556347321192
24019,18-34,Hispanic,452,15,0.033185840707964605
24019,35-64,Native American,10,0,0.0
24019,35-64,Asian,148,1,0.006756756756756757
24019,35-64,Black,3187,1572,0.49325384374019454
24019,35-64,Other,244,153,0.6270491803278688
24019,35-64,White,8480,5056,0.5962264150943396
24019,35-64,Hispanic,622,13,0.02090032154340836
24019,65+,Native American,5,0,0.0
24019,65+,Asian,61,2,0.03278688524590164
24019,65+,Black,1399,867,0.6197283774124375
24019,65+,Other,2,61,30.5
24019,65+,White,5232,4111,0.7857415902140673
24019,65+,Hispanic,38,9,0.23684210526315788
24021,18-34,Native American,115,6,0.05217391304347826
24021,18-34,Asian,2170,576,0.2654377880184332
24021,18-34,Black,5454,1218,0.22332233223322331
24021,18-34,Other,1058,2202,2.0812854442344046
24021,18-34,White,39075,31208,0.7986692258477287
24021,18-34,Hispanic,6231,1043,0.16738886214090837
24021,35-64,Native American,343,10,0.029154518950437316
24021,35-64,Asian,4978,1146,0.2302129369224588
24021,35-64,Black,9556,2015,0.21086228547509417
24021,35-64,Other,1438,3535,2.4582753824756605
24021,35-64,White,80226,60010,0.7480118664772019
24021,35-64,Hispanic,8406,1251,0.14882226980728053
24021,65+,Native American,104,4,0.038461538461538464
24021,65+,Asian,975,254,0.2605128205128205
24021,65+,Black,1923,574,0.2984919396775871
24021,65+,Other,185,821,4.437837837837838
24021,65+,White,31401,29435,0.9373905289640457
24021,65+,Hispanic,1028,230,0.2237354085603113
24023,18-34,Native American,15,0,0.0
24023,18-34,Asian,5,1,0.2
24023,18-34,Black,91,6,0.06593406593406594
24023,18-34,Other,13,21,1.6153846153846154
24023,18-34,White,5244,3330,0.6350114416475973
24023,18-34,Hispanic,103,0,0.0
24023,35-64,Native American,16,0,0.0
24023,35-64,Asian,51,1,0.0196078431372549
24023,35-64,Black,40,4,0.1
24023,35-64,Other,17,44,2.588235294117647
24023,35-64,White,11680,6506,0.5570205479452055
24023,35-64,Hispanic,79,0,0.0
24023,65+,Native American,4,0,0.0
24023,65+,Asian,41,0,0.0
24023,65+,Black,16,1,0.0625
24023,65+,Other,1,20,20.0
24023,65+,White,6335,4715,0.744277821625888
24023,65+,Hispanic,43,0,0.0
24025,18-34,Native American,85,10,0.11764705882352941
24025,18-34,Asian,1442,102,0.07073509015256588
24025,18-34,Black,7881,2688,0.3410734678340312
24025,18-34,Other,1118,1518,1.3577817531305902
24025,18-34,White,39201,30528,0.7787556439886738
24025,18-34,Hispanic,3130,140,0.04472843450479233
24025,35-64,Native American,200,13,0.065
24025,35-64,Asian,2889,199,0.06888196607822776
24025,35-64,Black,13777,4400,0.3193728678231836
24025,35-64,Other,1269,2687,2.1174152876280536
24025,35-64,White,82446,59760,0.7248380758314533
24025,35-64,Hispanic,4004,182,0.045454545454545456
24025,65+,Native American,95,3,0.031578947368421054
24025,65+,Asian,963,73,0.07580477673935618
24025,65+,Black,3133,1302,0.4155761251196936
24025,65+,Other,147,770,5.238095238095238
24025,65+,White,34999,32641,0.9326266464756136
24025,65+,Hispanic,603,44,0.07296849087893864
24027,18-34,Native American,177,6,0.03389830508474576
24027,18-34,Asian,11490,4453,0.3875543951261967
24027,18-34,Black,13223,4175,0.3157377297133782
24027,18-34,Other,1020,3107,3.046078431372549
24027,18-34,White,33582,31231,0.9299922577571318
24027,18-34,Hispanic,5611,592,0.10550703974336126
24027,35-64,Native American,369,12,0.032520325203252036
24027,35-64,Asian,26025,8328,0.32
24027,35-64,Black,25151,7123,0.2832094151325991
24027,35-64,Other,1574,5933,3.7693773824650574
24027,35-64,White,73834,57903,0.7842321965490153
24027,35-64,Hispanic,7946,676,0.08507425119557009
24027,65+,Native American,99,2,0.020202020202020204
24027,65+,Asian,5753,2723,0.4733182687293586
24027,65+,Black,6191,2094,0.3382329187530286
24027,65+,Other,242,1646,6.801652892561983
24027,65+,White,29626,30512,1.0299061635050293
24027,65+,Hispanic,960,121,0.12604166666666666
24029,18-34,Native American,14,0,0.0
24029,18-34,Asian,197,0,0.0
24029,18-34,Black,638,206,0.322884012539185
24029,18-34,Other,44,48,1.0909090909090908
24029,18-34,White,3339,1540,0.4612159329140461
24029,18-34,Hispanic,263,6,0.022813688212927757
24029,35-64,Native American,8,0,0.0
24029,35-64,Asian,23,1,0.043478260869565216
24029,35-64,Black,1003,418,0.4167497507477567
24029,35-64,Other,101,73,0.7227722772277227
24029,35-64,White,5498,3313,0.6025827573663151
24029,35-64,Hispanic,295,9,0.030508474576271188
24029,65+,Native American,4,0,0.0
24029,65+,Asian,1,0,0.0
24029,65+,Black,642,303,0.4719626168224299
24029,65+,Other,1,40,40.0
24029,65+,White,4419,3559,0.8053858338990721
24029,65+,Hispanic,55,3,0.05454545454545454
24031,18-34,Native American,570,31,0.054385964912280704
24031,18-34,Asian,28660,11537,0.40254710397766924
24031,18-34,Black,41555,11344,0.272987606786187
24031,18-34,Other,22650,8603,0.3798233995584989
24031,18-34,White,85095,75407,0.8861507726658441
24031,18-34,Hispanic,51212,12160,0.23744434898070765
24031,35-64,Native American,1256,53,0.04219745222929936
24031,35-64,Asian,65186,21499,0.32981008191943056
24031,35-64,Black,71824,20706,0.28828803742481623
24031,35-64,Other,32260,16100,0.4990700557966522
24031,35-64,White,200393,143090,0.7140468978457332
24031,35-64,Hispanic,75677,14642,0.19348018552532473
24031,65+,Native American,555,12,0.021621621621621623
24031,65+,Asian,21964,11071,0.504052085230377
24031,65+,Black,19408,7900,0.40704863973619126
24031,65+,Other,4631,6321,1.3649319801338804
24031,65+,White,99835,92349,0.9250162768568138
24031,65+,Hispanic,13245,4871,0.3677614194035485
24033,18-34,Native American,849,21,0.024734982332155476
24033,18-34,Asian,10472,1172,0.11191749427043544
24033,18-34,Black,124425,63373,0.5093269037572835
24033,18-34,Other,29667,6032,0.20332355816226785
24033,18-34,White,31575,17138,0.5427711797307997
24033,18-34,Hispanic,43198,7628,0.1765822491782027
24033,35-64,Native American,1302,37,0.028417818740399385
24033,35-64,Asian,14181,1852,0.1305972780480925
24033,35-64,Black,226934,124753,0.5497325213498198
24033,35-64,Other,41227,8976,0.2177213961724113
24033,35-64,White,45831,34378,0.750103641639938
24033,35-64,Hispanic,60130,7361,0.12241809412938633
24033,65+,Native American,479,15,0.031315240083507306
24033,65+,Asian,5567,1195,0.21465780492186096
24033,65+,Black,76725,63831,0.8319452590420332
24033,65+,Other,3110,3480,1.1189710610932475
24033,65+,White,26821,21859,0.814995712314977
24033,65+,Hispanic,5950,2123,0.35680672268907565
24035,18-34,Native American,13,1,0.07692307692307693
24035,18-34,Asian,129,2,0.015503875968992248
24035,18-34,Black,657,178,0.2709284627092846
24035,18-34,Other,112,133,1.1875
24035,18-34,White,7549,6280,0.8318982646708173
24035,18-34,Hispanic,493,26,0.05273833671399594
24035,35-64,Native American,26,3,0.11538461538461539
24035,35-64,Asian,217,9,0.041474654377880185
24035,35-64,Black,1242,329,0.2648953301127214
24035,35-64,Other,178,231,1.297752808988764
24035,35-64,White,18660,12469,0.6682207931404073
24035,35-64,Hispanic,644,17,0.026397515527950312
24035,65+,Native American,2,2,1.0
24035,65+,Asian,49,4,0.08163265306122448
24035,65+,Black,723,215,0.29737206085753803
24035,65+,Other,16,68,4.25
24035,65+,White,8289,7771,0.9375075401134033
24035,65+,Hispanic,49,3,0.061224489795918366
24037,18-34,Native American,35,2,0.05714285714285714
24037,18-34,Asian,693,33,0.047619047619047616
24037,18-34,Black,4310,1114,0.25846867749419955
24037,18-34,Other,443,666,1.5033860045146727
24037,18-34,White,19305,12711,0.6584304584304584
