geoid,age,race,population,registered,reg_frac
08071,35-64,Asian,21,3,0.14285714285714285
08071,35-64,Black,49,1,0.02040816326530612
08071,35-64,Other,122,72,0.5901639344262295
08071,35-64,White,3244,1954,0.6023427866831073
08071,35-64,Hispanic,2030,858,0.42266009852216746
08071,65+,Native American,50,3,0.06
08071,65+,Asian,1,2,2.0
08071,65+,Black,1,1,1.0
08071,65+,Other,73,52,0.7123287671232876
08071,65+,White,2340,1889,0.8072649572649573
08071,65+,Hispanic,1096,658,0.6003649635036497
08073,18-34,Native American,9,0,0.0
08073,18-34,Asian,9,0,0.0
08073,18-34,Black,138,2,0.014492753623188406
08073,18-34,Other,17,19,1.1176470588235294
08073,18-34,White,538,346,0.6431226765799256
08073,18-34,Hispanic,588,2,0.003401360544217687
08073,35-64,Native American,15,0,0.0
08073,35-64,Asian,1,0,0.0
08073,35-64,Black,307,2,0.006514657980456026
08073,35-64,Other,14,22,1.5714285714285714
08073,35-64,White,1436,820,0.5710306406685237
08073,35-64,Hispanic,435,8,0.01839080459770115
08073,65+,Native American,4,0,0.0
08073,65+,Asian,12,1,0.08333333333333333
08073,65+,Black,5,0,0.0
08073,65+,Other,1,12,12.0
08073,65+,White,912,630,0.6907894736842105
08073,65+,Hispanic,39,1,0.02564102564102564
08075,18-34,Native American,71,2,0.028169014084507043
08075,18-34,Asian,16,0,0.0
08075,18-34,Black,124,2,0.016129032258064516
08075,18-34,Other,7,102,14.571428571428571
08075,18-34,White,4045,1672,0.4133498145859085
08075,18-34,Hispanic,1454,101,0.06946354883081156
08075,35-64,Native American,53,0,0.0
08075,35-64,Asian,69,3,0.043478260869565216
08075,35-64,Black,35,4,0.11428571428571428
08075,35-64,Other,261,127,0.48659003831417624
08075,35-64,White,6739,3493,0.5183261611515062
08075,35-64,Hispanic,1195,154,0.12887029288702928
08075,65+,Native American,27,0,0.0
08075,65+,Asian,29,1,0.034482758620689655
08075,65+,Black,10,2,0.2
08075,65+,Other,6,62,10.333333333333334
08075,65+,White,3545,2802,0.7904090267983075
08075,65+,Hispanic,225,72,0.32
08077,18-34,Native American,186,15,0.08064516129032258
08077,18-34,Asian,250,9,0.036
08077,18-34,Black,345,13,0.03768115942028986
08077,18-34,Other,416,715,1.71875
08077,18-34,White,26930,13542,0.5028592647604901
08077,18-34,Hispanic,6283,1080,0.17189240808530956
08077,35-64,Native American,400,25,0.0625
08077,35-64,Asian,491,21,0.04276985743380855
08077,35-64,Black,288,31,0.1076388888888889
08077,35-64,Other,566,1112,1.9646643109540636
08077,35-64,White,48131,29741,0.6179177660966945
08077,35-64,Hispanic,6678,1370,0.20515124288709194
08077,65+,Native American,193,4,0.02072538860103627
08077,65+,Asian,142,11,0.07746478873239436
08077,65+,Black,72,14,0.19444444444444445
08077,65+,Other,191,526,2.7539267015706805
08077,65+,White,26008,23487,0.9030682866810212
08077,65+,Hispanic,1648,568,0.3446601941747573
08079,18-34,Native American,1,0,0.0
08079,18-34,Asian,1,0,0.0
08079,18-34,Black,4,0,0.0
08079,18-34,Other,3,6,2.0
08079,18-34,White,90,30,0.3333333333333333
08079,18-34,Hispanic,24,1,0.041666666666666664
08079,35-64,Native American,1,0,0.0
08079,35-64,Asian,3,0,0.0
08079,35-64,Black,1,0,0.0
08079,35-64,Other,13,3,0.23076923076923078
08079,35-64,White,369,178,0.4823848238482385
08079,35-64,Hispanic,25,0,0.0
08079,65+,Native American,1,0,0.0
08079,65+,Asian,1,0,0.0
08079,65+,Black,1,1,1.0
08079,65+,Other,1,3,3.0
08079,65+,White,221,207,0.9366515837104072
08079,65+,Hispanic,1,0,0.0
08081,18-34,Native American,35,2,0.05714285714285714
08081,18-34,Asian,1,0,0.0
08081,18-34,Black,27,1,0.037037037037037035
08081,18-34,Other,5,58,11.6
08081,18-34,White,2187,1073,0.4906264288980338
08081,18-34,Hispanic,637,99,0.1554160125588697
08081,35-64,Native American,16,4,0.25
08081,35-64,Asian,6,0,0.0
08081,35-64,Black,44,4,0.09090909090909091
08081,35-64,Other,88,66,0.75
08081,35-64,White,4370,2514,0.5752860411899313
08081,35-64,Hispanic,631,120,0.1901743264659271
08081,65+,Native American,4,0,0.0
08081,65+,Asian,1,0,0.0
08081,65+,Black,4,0,0.0
08081,65+,Other,1,32,32.0
08081,65+,White,1768,1545,0.873868778280543
08081,65+,Hispanic,32,49,1.53125
08083,18-34,Native American,699,57,0.0815450643776824
08083,18-34,Asian,9,4,0.4444444444444444
08083,18-34,Black,17,2,0.11764705882352941
08083,18-34,Other,92,90,0.9782608695652174
08083,18-34,White,2984,1718,0.5757372654155496
08083,18-34,Hispanic,743,114,0.15343203230148048
08083,35-64,Native American,1079,114,0.1056533827618165
08083,35-64,Asian,132,1,0.007575757575757576
08083,35-64,Black,17,1,0.058823529411764705
08083,35-64,Other,285,150,0.5263157894736842
08083,35-64,White,7851,4485,0.5712648070309515
08083,35-64,Hispanic,1063,181,0.1702728127939793
08083,65+,Native American,181,46,0.2541436464088398
08083,65+,Asian,31,4,0.12903225806451613
08083,65+,Black,31,2,0.06451612903225806
08083,65+,Other,77,77,1.0
08083,65+,White,5036,4171,0.8282366957903098
08083,65+,Hispanic,299,120,0.4013377926421405
08085,18-34,Native American,24,1,0.041666666666666664
08085,18-34,Asian,27,2,0.07407407407407407
08085,18-34,Black,9,4,0.4444444444444444
08085,18-34,Other,140,172,1.2285714285714286
08085,18-34,White,4971,2783,0.55984711325689
08085,18-34,Hispanic,2000,432,0.216
08085,35-64,Native American,164,4,0.024390243902439025
08085,35-64,Asian,91,0,0.0
08085,35-64,Black,14,9,0.6428571428571429
08085,35-64,Other,243,284,1.168724279835391
08085,35-64,White,12635,7467,0.5909774436090226
08085,35-64,Hispanic,2918,515,0.17649074708704593
08085,65+,Native American,55,0,0.0
08085,65+,Asian,74,0,0.0
08085,65+,Black,29,6,0.20689655172413793
08085,65+,Other,104,146,1.4038461538461537
08085,65+,White,8784,7623,0.867827868852459
08085,65+,Hispanic,646,236,0.3653250773993808
08087,18-34,Native American,3,0,0.0
08087,18-34,Asian,32,2,0.0625
08087,18-34,Black,239,21,0.08786610878661087
08087,18-34,Other,131,187,1.4274809160305344
08087,18-34,White,3342,1899,0.5682226211849192
08087,18-34,Hispanic,2844,821,0.2886779184247539
08087,35-64,Native American,37,1,0.02702702702702703
08087,35-64,Asian,48,7,0.14583333333333334
08087,35-64,Black,212,37,0.17452830188679244
08087,35-64,Other,287,210,0.7317073170731707
08087,35-64,White,6745,4027,0.5970348406226834
08087,35-64,Hispanic,3250,773,0.23784615384615385
08087,65+,Native American,17,0,0.0
08087,65+,Asian,3,0,0.0
08087,65+,Black,56,9,0.16071428571428573
08087,65+,Other,60,78,1.3
08087,65+,White,3700,3024,0.8172972972972973
08087,65+,Hispanic,611,274,0.44844517184942717
08089,18-34,Native American,33,3,0.09090909090909091
08089,18-34,Asian,14,4,0.2857142857142857
08089,18-34,Black,23,0,0.0
08089,18-34,Other,96,69,0.71875
08089,18-34,White,1819,1096,0.6025288620120945
08089,18-34,Hispanic,1766,554,0.31370328425821065
08089,35-64,Native American,46,5,0.10869565217391304
08089,35-64,Asian,61,5,0.08196721311475409
08089,35-64,Black,38,1,0.02631578947368421
08089,35-64,Other,196,134,0.6836734693877551
08089,35-64,White,3814,2387,0.6258521237545883
08089,35-64,Hispanic,2544,1020,0.4009433962264151
08089,65+,Native American,48,2,0.041666666666666664
08089,65+,Asian,10,1,0.1
08089,65+,Black,9,2,0.2222222222222222
08089,65+,Other,111,86,0.7747747747747747
08089,65+,White,2587,2071,0.8005411673753382
08089,65+,Hispanic,1030,664,0.6446601941747573
08091,18-34,Native American,1,1,1.0
08091,18-34,Asian,37,0,0.0
08091,18-34,Black,1,0,0.0
08091,18-34,Other,1,13,13.0
08091,18-34,White,536,317,0.5914179104477612
08091,18-34,Hispanic,4,3,0.75
08091,35-64,Native American,10,0,0.0
08091,35-64,Asian,1,2,2.0
08091,35-64,Black,1,1,1.0
08091,35-64,Other,6,39,6.5
08091,35-64,White,2025,1112,0.5491358024691358
08091,35-64,Hispanic,87,10,0.11494252873563218
08091,65+,Native American,5,0,0.0
08091,65+,Asian,1,0,0.0
08091,65+,Black,1,0,0.0
08091,65+,Other,1,7,7.0
08091,65+,White,1325,1056,0.7969811320754717
08091,65+,Hispanic,1,9,9.0
08093,18-34,Native American,2,1,0.5
08093,18-34,Asian,11,1,0.09090909090909091
08093,18-34,Black,10,1,0.1
08093,18-34,Other,69,50,0.7246376811594203
08093,18-34,White,2378,1306,0.5492010092514719
08093,18-34,Hispanic,274,7,0.025547445255474453
08093,35-64,Native American,17,7,0.4117647058823529
08093,35-64,Asian,51,2,0.0392156862745098
08093,35-64,Black,30,1,0.03333333333333333
08093,35-64,Other,59,145,2.457627118644068
08093,35-64,White,8322,4141,0.4975967315549147
08093,35-64,Hispanic,345,31,0.08985507246376812
08093,65+,Native American,52,0,0.0
08093,65+,Asian,27,3,0.1111111111111111
08093,65+,Black,9,0,0.0
08093,65+,Other,1,63,63.0
08093,65+,White,3281,2719,0.8287107589149649
08093,65+,Hispanic,197,19,0.09644670050761421
08095,18-34,Native American,1,1,1.0
08095,18-34,Asian,1,0,0.0
08095,18-34,Black,4,0,0.0
08095,18-34,Other,6,34,5.666666666666667
08095,18-34,White,644,336,0.5217391304347826
08095,18-34,Hispanic,263,35,0.13307984790874525
08095,35-64,Native American,1,1,1.0
08095,35-64,Asian,4,0,0.0
08095,35-64,Black,1,1,1.0
08095,35-64,Other,5,41,8.2
08095,35-64,White,1172,851,0.7261092150170648
08095,35-64,Hispanic,321,38,0.11838006230529595
08095,65+,Native American,1,1,1.0
08095,65+,Asian,1,0,0.0
08095,65+,Black,1,2,2.0
08095,65+,Other,1,13,13.0
08095,65+,White,741,753,1.0161943319838056
08095,65+,Hispanic,1,12,12.0
08097,18-34,Native American,1,2,2.0
08097,18-34,Asian,206,0,0.0
08097,18-34,Black,39,3,0.07692307692307693
08097,18-34,Other,289,43,0.14878892733564014
08097,18-34,White,3080,1475,0.4788961038961039
08097,18-34,Hispanic,780,49,0.06282051282051282
08097,35-64,Native American,12,2,0.16666666666666666
08097,35-64,Asian,40,3,0.075
08097,35-64,Black,23,7,0.30434782608695654
08097,35-64,Other,98,110,1.1224489795918366
08097,35-64,White,6973,3734,0.5354940484726803
08097,35-64,Hispanic,584,50,0.08561643835616438
08097,65+,Native American,1,0,0.0
08097,65+,Asian,1,2,2.0
08097,65+,Black,1,0,0.0
08097,65+,Other,1,21,21.0
08097,65+,White,3185,2121,0.6659340659340659
08097,65+,Hispanic,7,12,1.7142857142857142
08099,18-34,Native American,28,0,0.0
08099,18-34,Asian,20,1,0.05
08099,18-34,Black,14,2,0.14285714285714285
08099,18-34,Other,1,42,42.0
08099,18-34,White,1368,640,0.4678362573099415
08099,18-34,Hispanic,1131,306,0.27055702917771884
08099,35-64,Native American,36,0,0.0
08099,35-64,Asian,12,0,0.0
08099,35-64,Black,55,1,0.01818181818181818
08099,35-64,Other,48,72,1.5
08099,35-64,White,2789,1539,0.5518106848332736
08099,35-64,Hispanic,1423,404,0.2839072382290935
08099,65+,Native American,17,2,0.11764705882352941
08099,65+,Asian,8,2,0.25
08099,65+,Black,6,0,0.0
08099,65+,Other,39,26,0.6666666666666666
08099,65+,White,1661,1254,0.7549668874172185
08099,65+,Hispanic,405,207,0.5111111111111111
08101,18-34,Native American,1169,17,0.01454234388366125
08101,18-34,Asian,181,5,0.027624309392265192
08101,18-34,Black,590,46,0.07796610169491526
08101,18-34,Other,2365,284,0.1200845665961945
08101,18-34,White,17634,10304,0.5843257343767722
08101,18-34,Hispanic,17768,5917,0.3330144079243584
08101,35-64,Native American,1314,33,0.02511415525114155
08101,35-64,Asian,292,13,0.04452054794520548
08101,35-64,Black,683,68,0.09956076134699854
08101,35-64,Other,3039,545,0.17933530766699574
08101,35-64,White,36369,22264,0.6121697049685172
08101,35-64,Hispanic,24274,10657,0.4390294141880201
08101,65+,Native American,471,13,0.027600849256900213
08101,65+,Asian,151,16,0.10596026490066225
08101,65+,Black,246,30,0.12195121951219512
08101,65+,Other,978,308,0.3149284253578732
08101,65+,White,20926,17331,0.8282041479499188
08101,65+,Hispanic,8681,6257,0.720769496601774
08103,18-34,Native American,1,0,0.0
08103,18-34,Asian,1,0,0.0
08103,18-34,Black,1,1,1.0
08103,18-34,Other,1,16,16.0
08103,18-34,White,1228,458,0.3729641693811075
08103,18-34,Hispanic,255,14,0.054901960784313725
08103,35-64,Native American,48,0,0.0
08103,35-64,Asian,1,0,0.0
08103,35-64,Black,11,2,0.18181818181818182
08103,35-64,Other,15,38,2.533333333333333
08103,35-64,White,2185,1198,0.5482837528604119
08103,35-64,Hispanic,169,30,0.17751479289940827
08103,65+,Native American,14,0,0.0
08103,65+,Asian,1,2,2.0
08103,65+,Black,10,1,0.1
08103,65+,Other,1,12,12.0
08103,65+,White,915,715,0.7814207650273224
08103,65+,Hispanic,33,4,0.12121212121212122
08105,18-34,Native American,56,3,0.05357142857142857
08105,18-34,Asian,1,0,0.0
08105,18-34,Black,33,0,0.0
08105,18-34,Other,26,36,1.3846153846153846
08105,18-34,White,983,573,0.582909460834181
08105,18-34,Hispanic,1119,363,0.32439678284182305
08105,35-64,Native American,78,5,0.0641025641025641
08105,35-64,Asian,4,0,0.0
08105,35-64,Black,29,2,0.06896551724137931
08105,35-64,Other,145,78,0.5379310344827586
08105,35-64,White,2406,1567,0.6512884455527848
08105,35-64,Hispanic,1848,680,0.36796536796536794
08105,65+,Native American,15,2,0.13333333333333333
08105,65+,Asian,1,4,4.0
08105,65+,Black,1,4,4.0
08105,65+,Other,40,37,0.925
08105,65+,White,1526,1413,0.9259501965923984
08105,65+,Hispanic,653,427,0.6539050535987749
08107,18-34,Native American,18,2,0.1111111111111111
08107,18-34,Asian,23,1,0.043478260869565216
08107,18-34,Black,18,2,0.1111111111111111
08107,18-34,Other,25,47,1.88
08107,18-34,White,5098,1920,0.37661828167908984
08107,18-34,Hispanic,606,23,0.037953795379537955
08107,35-64,Native American,30,3,0.1
08107,35-64,Asian,137,3,0.021897810218978103
08107,35-64,Black,138,3,0.021739130434782608
08107,35-64,Other,86,103,1.197674418604651
08107,35-64,White,10197,5030,0.4932823379425321
08107,35-64,Hispanic,512,31,0.060546875
08107,65+,Native American,6,2,0.3333333333333333
08107,65+,Asian,16,0,0.0
08107,65+,Black,22,2,0.09090909090909091
08107,65+,Other,9,39,4.333333333333333
08107,65+,White,3556,2539,0.7140044994375703
08107,65+,Hispanic,61,7,0.11475409836065574
08109,18-34,Native American,1,0,0.0
08109,18-34,Asian,1,0,0.0
08109,18-34,Black,1,1,1.0
08109,18-34,Other,11,16,1.4545454545454546
08109,18-34,White,456,191,0.41885964912280704
08109,18-34,Hispanic,495,76,0.15353535353535352
08109,35-64,Native American,57,2,0.03508771929824561
08109,35-64,Asian,1,1,1.0
08109,35-64,Black,5,2,0.4
08109,35-64,Other,42,25,0.5952380952380952
08109,35-64,White,1833,649,0.35406437534097107
08109,35-64,Hispanic,882,186,0.2108843537414966
08109,65+,Native American,18,1,0.05555555555555555
08109,65+,Asian,1,3,3.0
08109,65+,Black,1,2,2.0
08109,65+,Other,25,17,0.68
08109,65+,White,1148,543,0.4729965156794425
08109,65+,Hispanic,311,97,0.31189710610932475
08111,18-34,Native American,1,0,0.0
08111,18-34,Asian,1,0,0.0
08111,18-34,Black,1,0,0.0
08111,18-34,Other,1,1,1.0
08111,18-34,White,86,41,0.47674418604651164
08111,18-34,Hispanic,14,0,0.0
08111,35-64,Native American,6,0,0.0
08111,35-64,Asian,1,1,1.0
08111,35-64,Black,1,0,0.0
08111,35-64,Other,1,2,2.0
08111,35-64,White,244,127,0.5204918032786885
08111,35-64,Hispanic,17,4,0.23529411764705882
08111,65+,Native American,1,0,0.0
08111,65+,Asian,1,0,0.0
08111,65+,Black,1,0,0.0
08111,65+,Other,1,3,3.0
08111,65+,White,127,107,0.84251968503937
08111,65+,Hispanic,19,2,0.10526315789473684
08113,18-34,Native American,12,0,0.0
08113,18-34,Asian,129,0,0.0
08113,18-34,Black,1,1,1.0
08113,18-34,Other,20,6,0.3
08113,18-34,White,1426,397,0.27840112201963535
08113,18-34,Hispanic,277,10,0.036101083032490974
08113,35-64,Native American,22,0,0.0
08113,35-64,Asian,13,0,0.0
08113,35-64,Black,1,1,1.0
08113,35-64,Other,32,27,0.84375
08113,35-64,White,3349,1154,0.3445804717826217
08113,35-64,Hispanic,269,18,0.06691449814126393
08113,65+,Native American,6,1,0.16666666666666666
08113,65+,Asian,1,0,0.0
08113,65+,Black,1,0,0.0
08113,65+,Other,1,5,5.0
08113,65+,White,1036,496,0.47876447876447875
08113,65+,Hispanic,46,2,0.043478260869565216
08115,18-34,Native American,2,0,0.0
08115,18-34,Asian,3,0,0.0
08115,18-34,Black,1,0,0.0
08115,18-34,Other,6,12,2.0
08115,18-34,White,287,162,0.5644599303135889
08115,18-34,Hispanic,61,13,0.21311475409836064
08115,35-64,Native American,8,0,0.0
08115,35-64,Asian,5,2,0.4
08115,35-64,Black,9,0,0.0
08115,35-64,Other,18,26,1.4444444444444444
08115,35-64,White,701,405,0.5777460770328102
08115,35-64,Hispanic,133,20,0.15037593984962405
08115,65+,Native American,1,1,1.0
08115,65+,Asian,9,0,0.0
08115,65+,Black,4,1,0.25
08115,65+,Other,6,22,3.6666666666666665
08115,65+,White,477,464,0.9727463312368972
08115,65+,Hispanic,45,20,0.4444444444444444
08117,18-34,Native American,1,0,0.0
08117,18-34,Asian,1,2,2.0
08117,18-34,Black,1,1,1.0
08117,18-34,Other,189,62,0.328042328042328
08117,18-34,White,6910,1942,0.28104196816208393
08117,18-34,Hispanic,1105,56,0.05067873303167421
08117,35-64,Native American,54,0,0.0
08117,35-64,Asian,31,5,0.16129032258064516
08117,35-64,Black,211,7,0.03317535545023697
08117,35-64,Other,481,111,0.23076923076923078
08117,35-64,White,11655,4683,0.4018018018018018
08117,35-64,Hispanic,1726,71,0.041135573580533026
08117,65+,Native American,31,0,0.0
08117,65+,Asian,77,1,0.012987012987012988
08117,65+,Black,1,2,2.0
08117,65+,Other,1,32,32.0
08117,65+,White,3768,2028,0.5382165605095541
08117,65+,Hispanic,38,14,0.3684210526315789
08119,18-34,Native American,69,2,0.028985507246376812
08119,18-34,Asian,24,1,0.041666666666666664
08119,18-34,Black,29,5,0.1724137931034483
08119,18-34,Other,58,68,1.1724137931034482
08119,18-34,White,3244,1958,0.6035758323057954
08119,18-34,Hispanic,402,27,0.06716417910447761
08119,35-64,Native American,12,1,0.08333333333333333
08119,35-64,Asian,76,3,0.039473684210526314
08119,35-64,Black,114,6,0.05263157894736842
08119,35-64,Other,62,209,3.370967741935484
08119,35-64,White,10396,5821,0.5599268949595998
08119,35-64,Hispanic,627,50,0.07974481658692185
08119,65+,Native American,1,2,2.0
08119,65+,Asian,19,5,0.2631578947368421
08119,65+,Black,38,4,0.10526315789473684
08119,65+,Other,1,82,82.0
08119,65+,White,4976,4546,0.9135852090032154
08119,65+,Hispanic,130,15,0.11538461538461539
08121,18-34,Native American,5,0,0.0
08121,18-34,Asian,7,0,0.0
08121,18-34,Black,17,1,0.058823529411764705
08121,18-34,Other,20,21,1.05
08121,18-34,White,769,448,0.5825747724317295
08121,18-34,Hispanic,161,11,0.06832298136645963
08121,35-64,Native American,1,0,0.0
08121,35-64,Asian,6,0,0.0
08121,35-64,Black,33,2,0.06060606060606061
08121,35-64,Other,9,27,3.0
08121,35-64,White,1646,1008,0.6123936816524909
08121,35-64,Hispanic,137,11,0.08029197080291971
08121,65+,Native American,1,0,0.0
08121,65+,Asian,1,0,0.0
08121,65+,Black,1,0,0.0
08121,65+,Other,1,13,13.0
08121,65+,White,963,844,0.8764278296988577
08121,65+,Hispanic,19,7,0.3684210526315789
08123,18-34,Native American,571,25,0.043782837127845885
08123,18-34,Asian,1076,97,0.09014869888475836
08123,18-34,Black,1032,113,0.10949612403100775
08123,18-34,Other,1971,1968,0.9984779299847792
08123,18-34,White,46800,28896,0.6174358974358974
08123,18-34,Hispanic,25101,7309,0.2911836181825425
08123,35-64,Native American,684,36,0.05263157894736842
08123,35-64,Asian,1203,156,0.12967581047381546
08123,35-64,Black,685,170,0.24817518248175183
08123,35-64,Other,2723,2977,1.093279471171502
08123,35-64,White,83464,57777,0.6922385699223618
08123,35-64,Hispanic,27898,8020,0.28747580471718404
08123,65+,Native American,88,15,0.17045454545454544
08123,65+,Asian,239,51,0.21338912133891214
08123,65+,Black,73,43,0.589041095890411
08123,65+,Other,466,775,1.6630901287553648
08123,65+,White,30417,28226,0.927967912680409
08123,65+,Hispanic,5361,2569,0.4792016414847976
08125,18-34,Native American,1,1,1.0
08125,18-34,Asian,2,0,0.0
08125,18-34,Black,18,2,0.1111111111111111
08125,18-34,Other,20,67,3.35
08125,18-34,White,1339,752,0.561613144137416
08125,18-34,Hispanic,695,115,0.16546762589928057
08125,35-64,Native American,38,0,0.0
08125,35-64,Asian,1,2,2.0
08125,35-64,Black,56,8,0.14285714285714285
08125,35-64,Other,19,36,1.894736842105263
08125,35-64,White,2851,1654,0.5801473167309716
08125,35-64,Hispanic,562,58,0.10320284697508897
08125,65+,Native American,1,2,2.0
08125,65+,Asian,1,1,1.0
08125,65+,Black,2,0,0.0
08125,65+,Other,8,13,1.625
08125,65+,White,1707,1388,0.8131224370240188
08125,65+,Hispanic,114,22,0.19298245614035087
09001,18-34,Native American,361,13,0.036011080332409975
09001,18-34,Asian,10950,891,0.08136986301369863
09001,18-34,Black,24141,5149,0.21328859616420198
09001,18-34,Other,15378,5689,0.36994407595265966
09001,18-34,White,105791,75682,0.715391668478415
09001,18-34,Hispanic,48175,9234,0.19167618059159314
09001,35-64,Native American,872,28,0.03211009174311927
09001,35-64,Asian,18933,1772,0.09359319706332858
09001,35-64,Black,36591,9428,0.2576589871826405
09001,35-64,Other,20846,12747,0.6114842175957018
09001,35-64,White,255642,162649,0.636237394481345
09001,35-64,Hispanic,70336,14918,0.2120962238398544
09001,65+,Native American,222,10,0.04504504504504504
09001,65+,Asian,4422,677,0.15309814563545907
09001,65+,Black,11215,3721,0.3317877842175658
09001,65+,Other,2799,3470,1.2397284744551627
09001,65+,White,117912,96493,0.8183475812470317
09001,65+,Hispanic,11997,5043,0.4203550887721931
09003,18-34,Native American,419,16,0.03818615751789976
09003,18-34,Asian,11950,1093,0.09146443514644352
09003,18-34,Black,28125,6705,0.2384
09003,18-34,Other,14231,6235,0.4381280303562645
09003,18-34,White,109007,70957,0.6509398478996762
09003,18-34,Hispanic,45617,8719,0.1911348839248526
09003,35-64,Native American,994,21,0.02112676056338028
09003,35-64,Asian,16723,2110,0.12617353345691562
09003,35-64,Black,41849,12549,0.29986379602857893
09003,35-64,Other,18042,11668,0.646713224697927
09003,35-64,White,236641,153437,0.6483956710798213
09003,35-64,Hispanic,54068,15375,0.2843641340534142
09003,65+,Native American,229,4,0.017467248908296942
09003,65+,Asian,3480,746,0.21436781609195402
09003,65+,Black,12261,6172,0.5033847157654351
09003,65+,Other,3713,3503,0.9434419606786965
09003,65+,White,121654,104954,0.8627254344287898
09003,65+,Hispanic,11040,5079,0.46005434782608695
09005,18-34,Native American,38,2,0.05263157894736842
09005,18-34,Asian,639,18,0.028169014084507043
09005,18-34,Black,681,30,0.04405286343612335
09005,18-34,Other,576,874,1.5173611111111112
09005,18-34,White,27879,17816,0.6390473115965422
09005,18-34,Hispanic,3006,232,0.0771789753825682
09005,35-64,Native American,203,3,0.014778325123152709
09005,35-64,Asian,1245,63,0.05060240963855422
09005,35-64,Black,1163,50,0.04299226139294927
09005,35-64,Other,636,1637,2.5738993710691824
09005,35-64,White,71841,41451,0.5769825030275191
09005,35-64,Hispanic,4060,319,0.07857142857142857
09005,65+,Native American,45,1,0.022222222222222223
09005,65+,Asian,285,23,0.08070175438596491
09005,65+,Black,303,15,0.04950495049504951
09005,65+,Other,147,421,2.8639455782312924
09005,65+,White,36110,30369,0.8410135696482969
09005,65+,Hispanic,673,76,0.11292719167904904
09007,18-34,Native American,108,1,0.009259259259259259
09007,18-34,Asian,1511,95,0.0628722700198544
09007,18-34,Black,2179,247,0.11335474988526847
09007,18-34,Other,548,924,1.686131386861314
09007,18-34,White,25869,17216,0.6655069774633732
09007,18-34,Hispanic,2928,157,0.05362021857923497
09007,35-64,Native American,91,3,0.03296703296703297
09007,35-64,Asian,1889,147,0.07781895182636316
09007,35-64,Black,3475,432,0.12431654676258992
09007,35-64,Other,609,1821,2.9901477832512313
09007,35-64,White,60032,38772,0.6458555437100213
09007,35-64,Hispanic,3536,260,0.07352941176470588
09007,65+,Native American,51,1,0.0196078431372549
09007,65+,Asian,457,53,0.11597374179431072
09007,65+,Black,970,174,0.17938144329896907
09007,65+,Other,43,494,11.488372093023257
09007,65+,White,30070,27359,0.9098436980379115
09007,65+,Hispanic,585,73,0.12478632478632479
09009,18-34,Native American,439,13,0.029612756264236904
09009,18-34,Asian,9195,745,0.08102229472539424
09009,18-34,Black,27538,5988,0.2174449851114823
09009,18-34,Other,12630,5621,0.44505146476642915
09009,18-34,White,115222,64728,0.5617677179705265
09009,18-34,Hispanic,44384,7690,0.1732606344628695
09009,35-64,Native American,444,22,0.04954954954954955
09009,35-64,Asian,12504,1007,0.08053422904670506
09009,35-64,Black,37673,10791,0.2864385634273883
09009,35-64,Other,15547,10565,0.6795523252074355
09009,35-64,White,229602,140515,0.6119937979634323
09009,35-64,Hispanic,51904,12928,0.24907521578298397
09009,65+,Native American,178,8,0.0449438202247191
09009,65+,Asian,2817,372,0.13205537806176784
09009,65+,Black,11088,4295,0.38735569985569984
09009,65+,Other,2164,2997,1.3849353049907578
09009,65+,White,121706,100758,0.8278803017106798
09009,65+,Hispanic,9206,3801,0.4128829024549207
09011,18-34,Native American,370,24,0.06486486486486487
09011,18-34,Asian,2411,306,0.1269182911654915
09011,18-34,Black,3909,438,0.11204911742133537
09011,18-34,Other,2593,1422,0.5483995372155804
09011,18-34,White,45931,24097,0.524634778254338
09011,18-34,Hispanic,8882,1069,0.12035577572618779
09011,35-64,Native American,636,47,0.07389937106918239
09011,35-64,Asian,4258,571,0.13410051667449507
09011,35-64,Black,5506,789,0.14329822012350163
09011,35-64,Other,2816,2630,0.9339488636363636
09011,35-64,White,86010,53536,0.6224392512498547
09011,35-64,Hispanic,8801,1675,0.19031928189978412
09011,65+,Native American,236,25,0.1059322033898305
09011,65+,Asian,1357,214,0.15770081061164334
09011,65+,Black,1360,260,0.19117647058823528
09011,65+,Other,481,865,1.7983367983367984
09011,65+,White,42841,38275,0.8934198548119792
09011,65+,Hispanic,1462,516,0.35294117647058826
09013,18-34,Native American,22,1,0.045454545454545456
09013,18-34,Asian,3337,100,0.029967036260113874
09013,18-34,Black,2049,66,0.032210834553440704
09013,18-34,Other,794,805,1.013853904282116
09013,18-34,White,35734,15151,0.4239939553366542
09013,18-34,Hispanic,3310,116,0.035045317220543805
09013,35-64,Native American,38,3,0.07894736842105263
09013,35-64,Asian,1886,161,0.08536585365853659
09013,35-64,Black,1417,119,0.0839802399435427
09013,35-64,Other,797,1266,1.588456712672522
09013,35-64,White,50530,32571,0.6445873738373243
09013,35-64,Hispanic,2529,136,0.053776196124950576
09013,65+,Native American,17,1,0.058823529411764705
09013,65+,Asian,287,52,0.18118466898954705
09013,65+,Black,260,29,0.11153846153846154
09013,65+,Other,103,325,3.1553398058252426
09013,65+,White,22187,20870,0.9406409158516248
09013,65+,Hispanic,358,29,0.08100558659217877
09015,18-34,Native American,124,3,0.024193548387096774
09015,18-34,Asian,431,11,0.025522041763341066
09015,18-34,Black,739,41,0.05548037889039242
09015,18-34,Other,717,397,0.5536959553695955
